0,1,2,3
Other trading assets,0.00,0.00,0.00
Loan and advances to B/FIs,1421.70,1634.59,2140.93
Loans and advances to customers,37597.75,52844.02,57089.33
Investment securities,1556.75,3961.47,5060.14
Current tax assets,51.77,58.90,263.12
Investment in subsidiaries,76.50,171.50,171.50
Investment in associates,0.00,0.00,27.50
Investment property,0.00,22.79,17.66
Property and equipment,350.70,483.28,620.72
Goodwill and Intangible assets,4.86,10.04,13.73
Deferred tax assets,27.40,37.93,25.84
Other assets,642.15,978.93,929.20
TOTAL ASSETS,50137.48,72737.90,78308.62
Due to Bank and Financial Institutions,4259.86,7989.93,5212.10
Due to Nepal Rastra Bank,12.86,586.57,834.59
Derivative financial instruments,0.00,0.00,37.54
Deposits from customers,38333.79,53331.62,60276.50
Borrowing,0.00,0.00,800.00
Current Tax Liabilities,0.00,0.00,0.00
Provisions,0.00,0.00,51.04
Deferred tax liabilities,0.00,0.00,0.00
Other liabilities,842.53,1359.71,1104.54
Debt securities issued,0.00,0.00,0.00
Subordinated Liabilities,0.00,0.00,0.00
Equity,,,
Share capital,5460.63,8063.43,8415.47
Share premium,0.00,7.44,34.37
Retained earnings,806.26,480.78,533.85
Reserves,421.55,918.41,1008.62
TOTAL EQUITY AND LIABILITIES,50137.48,72737.90,78308.62
Interest Income,3205.96,6174.04,7888.55
Interest Expenses,-1980.29,-4254.75,5296.51
Net Interest Income,1225.67,1919.28,2592.04
Fee and commission income,202.87,346.54,352.03
Fee and commission expense,-13.83,-13.62,29.48
Net Fee and commission income,189.04,332.92,322.55
"Net Interest, Fee and commission income",1414.71,2252.20,2914.59
Net trading income,90.83,176.32,180.42
Other operating income,68.97,24.28,36.36
