0,1,2,3
Subordinated Liabilities,-,-,-
Equity,"510,827.00","540,670.51","569,427.92"
Share capital,"309,128.56","320,641.54","329,804.68"
Share premium,566.18,269.35,269.35
Retained earnings,"38,552.00","14,078.99","(9,315.18)"
Reserves,"162,580.27","205,680.63","248,669.07"
Total Liabilities and Equity,"4,955,072.00","5,224,080.05","5,734,563.78"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"382,035.47","472,114.19","507,519.29"
Interest Expenses,"253,507.69","315,469.35","344,011.23"
Net Interest Income,"128,527.79","156,644.84","163,508.07"
Fee and commission income,"28,626.09","29,323.63","34,216.51"
Fee and commission expense,"4,452.80","4,953.25","5,608.06"
Net Fee and commission income,"24,173.29","24,370.38","28,608.45"
"Net Interest, Fee and commission income","152,701.07","181,015.21","192,116.52"
Net trading income,"7,668.79","5,213.97","5,886.95"
Other operating income,"5,531.95","3,472.22","3,967.50"
Total operating income,"165,901.81","189,701.40","201,970.97"
Impairment charge/(reversal) for loans and other losses,"10,519.37","45,076.48","48,097.57"
Net operating income,"155,382.44","144,624.92","153,873.40"
Personnel expenses,"47,435.13","44,767.72","53,557.04"
Other operating expenses,"18,550.14","18,072.17","19,964.39"
Depreciation & Amortization,"8,239.61","7,987.91","9,398.45"
Operating Profit,"81,157.55","73,797.12","70,953.53"
Non operating income,"1,515.60",254.27,503.94
Non operating expense,"1,760.18","4,167.80","4,086.97"
Profit before income tax,"80,912.98","69,883.59","66,523.71"
Income Tax Expense,-,483.72,-
Current Tax,"25,188.45","24,343.06","26,292.69"
Deferred Tax,"(1,079.26)","(2,677.81)","(3,315.75)"
Profit/Loss for the period,"56,803.78","48,218.34","44,393.06"
