0,1,2,3
14. Sunrise Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"6,356.73","8,011.84","4,145.73"
Due from Nepal Rastra Bank,"3,241.04","7,806.30","2,980.81"
Placement with Bank and Financial Institutions,"1,165.35","1,206.00","4,646.44"
Derivative financial instruments,93.86,68.02,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"1,149.78","2,395.07","1,906.58"
Loans and advances to customers,"68,865.81","81,018.60","100,490.66"
Investment securities,"11,724.18","13,112.82","20,860.09"
Current tax assets,84.94,206.80,262.56
Investment in subsidiaries,157.14,157.14,261.31
Investment in associates,-,-,-
Investment property,398.18,433.36,404.14
Property and equipment,918.84,"1,064.58","1,026.71"
Goodwill and Intangible assets,68.49,48.07,25.93
Deferred tax assets,2.85,-,-
Other assets,383.55,769.92,752.47
TOTAL ASSETS,"94,610.74","116,298.52","137,763.42"
,,-,
Liabilities,"82,340.59","102,904.74","122,993.71"
Due to Bank and Financial Institutions,"3,809.33","5,191.81","6,286.48"
Due to Nepal Rastra Bank,839.81,743.47,"2,995.98"
