0,1,2,3
Particulars,2017-18,2018-19,2019-20
Investment property,154.64,123.35,136.61
Property and equipment,"1,072.32","1,279.32","1,379.73"
Goodwill and Intangible assets,12.09,33.94,101.99
Deferred tax assets,-,-,-
Other assets,"1,236.45","1,820.60","2,076.91"
TOTAL ASSETS,"119,869.22","144,479.76","182,668.81"
Due to Bank and Financial Institutions,279.86,"8,422.83","6,759.24"
Due to Nepal Rastra Bank,692.43,984.06,20.05
Derivative financial instruments,73.75,-,"11,862.13"
Deposits from customers,"101,748.24","114,904.86","139,609.50"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,261.91,82.81,130.27
Other liabilities,"1,906.67","2,030.93","3,149.24"
Debt securities issued,"1,203.52","2,966.80","5,162.56"
Subordinated Liabilities,-,-,-
Equity,"13,702.83","15,088.18","15,975.82"
Share capital,"8,464.39","8,887.60","9,787.77"
Share premium,122.09,122.09,-
Retained earnings,"1,184.43","1,663.63",944.69
Reserves,"3,931.93","4,414.86","5,243.36"
TOTAL EQUITY AND LIABILITIES,"119,869.22","144,479.76","182,668.81"
Interest Income,"10,057.00","12,971.18","15,445.93"
Interest Expenses,"6,620.74","8,305.21","9,858.02"
Net Interest Income,"3,436.26","4,673.96","5,587.91"
Fee and commission income,779.70,"1,016.55","1,073.84"
Fee and commission expense,127.90,171.26,188.58
Net Fee and commission income,651.80,845.29,885.26
"Net Interest, Fee and commission income","4,088.06","5,519.25","6,473.17"
Net trading income,258.68,461.66,511.72
Other operating income,308.50,111.88,161.59
Total operating income,"4,655.24","6,092.80","7,146.47"
Impairment charge/(reversal) for loans and other losses,230.39,180.59,727.82
Net operating income,"4,424.84","5,912.20","6,418.65"
Personnel expenses,"1,085.84","1,693.34","2,236.95"
Other operating expenses,490.92,762.40,919.11
Depreciation &Amortization,118.45,141.40,196.95
