0,1,2,3
Particulars,2017-18,2018-19,2019-20
Due to Bank and Financial Institutions,"10,104.19","12,168.48","7,475.89"
Due to Nepal Rastra Bank,539.56,"1,433.25",225.36
Derivative financial instruments,6.11,-,"7,369.69"
Deposits from customers,"59,546.34","73,201.35","116,547.03"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,2.23,2.23,2.31
Deferred tax liabilities,20.76,-,-
Other liabilities,"1,963.67","1,583.82","2,110.26"
Debt securities issued,-,-,"2,995.12"
Subordinated Liabilities,-,-,-
Equity,"10,540.70","11,867.54","17,085.81"
Share capital,"7,163.39","8,685.57","12,520.05"
Share premium,54.80,54.80,-
Retained earnings,"1,527.64",977.46,743.00
Reserves,"1,794.86","2,149.71","3,822.76"
TOTAL EQUITY AND LIABILITIES,"82,723.55","100,256.68","153,811.47"
Interest Income,"6,804.01","9,217.98","10,588.88"
Interest Expenses,"4,771.33","6,198.52","6,958.73"
Net Interest Income,"2,032.68","3,019.46","3,630.15"
Fee and commission income,396.82,454.87,529.32
Fee and commission expense,27.32,31.87,33.93
Net Fee and commission income,369.49,423.01,495.39
"Net Interest, Fee and commission income","2,402.17","3,442.47","4,125.54"
Net trading income,148.95,258.90,355.32
Other operating income,100.16,92.71,21.96
Total operating income,"2,651.29","3,794.08","4,502.82"
Impairment charge/(reversal) for loans and other losses,31.95,212.09,422.25
Net operating income,"2,619.34","3,581.99","4,080.57"
Personnel expenses,801.84,"1,013.30","1,442.70"
Other operating expenses,380.92,523.80,707.29
Depreciation &Amortization,79.21,120.10,177.91
Operating Profit,"1,357.37","1,924.80","1,752.66"
Non-operating income,24.53,11.84,23.34
Non-operating expense,-,1.03,(0.03)
Profit before income tax,"1,381.90","1,935.61","1,776.03"
Income Tax Expense,-,601.56,549.47
Current Tax,411.55,667.03,577.25
