0,1,2,3
22. Sunrise Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"2,442.01","6,356.73","8,011.84"
Due from Nepal Rastra Bank,"5,033.06","3,241.04","7,806.30"
Placement with Bank and Financial Institutions,"3,869.63","1,165.35","1,206.00"
Derivative financial instruments,-,93.86,68.02
Other trading assets,-,-,-
Loan and advances to B/FIs,999.59,"1,149.78","2,395.07"
Loans and advances to customers,"59,213.55","68,865.81","81,040.37"
Investment securities,"9,720.46","11,724.18","13,112.95"
Current tax assets,43.09,84.94,206.38
Investment in subsidiaries,157.14,157.14,157.14
Investment in associates,-,-,-
Investment property,119.25,398.18,433.36
Property and equipment,730.25,918.84,"1,064.64"
Goodwill and Intangible assets,76.42,68.49,48.07
Deferred tax assets,53.15,2.85,15.49
Other assets,325.33,383.55,"1,065.78"
TOTAL ASSETS,"82,782.91","94,610.74","116,631.41"
Due to Bank and Financial Institutions,"2,126.89","3,809.33","5,191.81"
Due to Nepal Rastra Bank,526.57,839.81,743.47
Derivative financial instruments,23.32,-,-
Deposits from customers,"67,366.13","75,432.15","90,223.27"
Borrowing,-,-,"1,202.50"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"1,185.66","1,263.19","1,754.87"
Debt securities issued,-,996.11,"3,986.60"
Subordinated Liabilities,-,-,-
Equity,"11,554.34","12,270.15","13,528.90"
Share capital,"8,152.56","8,152.56","8,967.81"
