0,1,2,3
Net operating income,"3,635.80","6,163.87","4,579.94"
Personnel expenses,900.24,"1,646.84","1,229.75"
Other operating expenses,464.65,784.50,650.05
Depreciation &Amortization,170.50,149.84,244.88
Operating Profit,"2,100.40","3,582.69","2,455.27"
Non operating income,77.79,-,130.44
Non operating expense,0.58,0.61,-
Profit before income tax,"2,177.61","3,582.08","2,585.70"
Income Tax Expense,,,
Current Tax,776.35,"1,079.44",780.30
Deferred Tax,61.95,(13.61),1.06
Profit/Loss for the period,"1,463.22","2,516.24","1,804.34"
