0,1,2,3
Impairment charge/(reversal) for loans and  other losses,"1,053.11","1,433.32","1,889.12"
Net operating income,"6,598.70","6,495.71","6,713.34"
Personnel expenses,"1,761.95","1,913.49","2,001.70"
Other operating expenses,704.68,749.84,782.08
Depreciation and amortization,361.74,361.49,353.67
Operating Profit,"3,770.33","3,470.89","3,575.88"
Non operating income,14.22,9.04,28.50
Non operating expense,54.99,99.59,43.32
Profit before income tax,"3,729.56","3,380.34","3,561.06"
Income Tax Expense,-,-,
Current Tax,"1,144.13","1,025.90",997.11
Deferred Tax,(20.36),(43.01),(8.51)
Profit for the year,"2,605.79","2,397.44","2,572.46"
