0,1,2,3
Net Fee and commission income,"27,138.59","27,300.82","31,605.17"
"Net Interest, Fee and commission income","180,032.85","212,592.31","225,103.21"
Net trading income,"8,126.66","5,440.10","6,075.38"
Other operating income,"7,030.86","4,865.78","5,183.41"
Total operating income,"194,725.45","222,898.18","236,362.01"
Impairment charge/(reversal) for loans and other losses,"12,721.51","53,898.53","52,809.56"
Net operating income,"182,003.94","168,999.66","183,552.45"
Personnel expenses,"56,911.08","55,910.48","65,950.11"
Other operating expenses,"21,265.27","21,187.30","23,221.06"
Depreciation & Amortization,"9,610.76","9,419.56","10,864.28"
Operating Profit,"94,216.82","82,482.32","83,517.00"
Non operating income,"2,252.89",553.44,689.45
Non operating expense,"1,932.51","4,194.17","4,140.74"
Profit before income tax,"94,537.21","78,841.60","79,218.93"
Income Tax Expense,-,"2,275.20",-
Current Tax,"29,356.20","27,373.48","29,738.77"
Deferred Tax,"(1,064.64)","(1,697.18)","(2,954.14)"
Profit/Loss for the period,"66,245.65","53,165.30","53,280.59"
