0,1,2,3
7. Mega Bank Nepal Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"8,109.86","18,741.58","17,870.22"
Due from Nepal Rastra Bank,"2,964.97","3,599.95","3,825.79"
Placement with Bank and Financial Institutions,739.54,51.20,58.69
Derivative financial instruments,"1,057.62",77.12,18.91
Other trading assets,-,-,-
Loan and advances to B/FIs,"2,675.25","3,333.68","2,638.09"
Loans and advances to customers,"69,861.33","110,493.34","137,355.43"
Investment securities,"11,496.08","15,466.89","15,089.72"
Current tax assets,50.53,325.41,157.84
Investment in subsidiaries,200.00,200.00,200.00
Investment in associates,13.60,38.60,-
Investment property,201.48,219.90,116.46
Property and equipment,734.92,"1,589.88","1,458.99"
Goodwill and Intangible assets,53.97,276.31,284.70
Deferred tax assets,78.19,42.81,11.08
Other assets,528.42,989.30,"2,139.16"
TOTAL ASSETS,"98,765.76","155,446.00","181,225.08"
,,,
Liabilities,"85,253.86","137,434.42","160,917.64"
Due to Bank and Financial Institutions,"3,858.04","4,214.93","10,700.58"
Due to Nepal Rastra Bank,731.80,614.53,"3,802.24"
Derivative financial instruments,973.92,-,-
Deposits from customers,"78,684.86","127,894.61","136,893.59"
Borrowing,-,"2,440.27","7,185.84"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"1,005.24","2,270.07","2,335.40"
Debt securities issued,-,-,-
Subordinated Liabilities,-,-,-
Equity,"13,511.90","18,011.58","20,307.44"
Share capital,"10,388.62","13,138.62","14,654.96"
Share premium,-,235.75,306.37
Retained earnings,"1,221.87","1,710.94","1,673.67"
Reserves,"1,901.41","2,926.27","3,672.43"
TOTAL EQUITY AND LIABILITIES,"98,765.76","155,446.00","181,225.08"
