0,1,2,3
7. Nepal SBI Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"8,803.47","10,480.24","8,243.37"
Due from Nepal Rastra Bank,"7,313.02","5,647.35","9,309.36"
Placement with Bank and Financial Institutions,"10,361.55",-,-
Derivative financial instruments,-,-,122.89
Other trading assets,23.01,20.40,23.77
Loan and advances to B/FIs,"2,298.51","2,872.20","4,258.39"
Loans and advances to customers,"61,822.04","72,363.66","84,386.34"
Investment securities,"7,837.09","8,646.15","9,269.82"
Current tax assets,171.84,219.49,261.70
Investment in subsidiaries,100.00,188.89,188.89
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,739.49,843.97,941.03
Goodwill and Intangible assets,2.05,4.53,3.93
Deferred tax assets,97.32,236.21,315.10
Other assets,381.47,"1,015.58",989.64
TOTAL ASSETS,"99,950.85","102,538.67","118,314.23"
Due to Bank and Financial Institutions,"6,155.39","2,709.59","2,270.00"
Due to Nepal Rastra Bank,-,-,761.43
Derivative financial instruments,-,6.81,-
Deposits from customers,"80,818.82","84,227.33","97,924.44"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"1,436.90","1,793.84","2,203.91"
Debt securities issued,"1,000.00","1,000.00","1,000.00"
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"6,924.89","8,046.91","8,449.25"
Share premium,-,381.76,-
Retained earnings,"1,144.99","1,218.77","1,853.74"
Reserves,"2,469.86","3,153.67","3,851.46"
TOTAL EQUITY AND LIABILITIES,"99,950.85","102,538.67","118,314.23"
