0,1,2,3
TOTAL ASSETS,"108,063.25","116,462.30","133,151.14"
Due to Bank and Financial Institutions,586.66,754.25,"3,702.92"
Due to Nepal Rastra Bank,-,-,560.81
Derivative financial instruments,-,9.11,6.54
Deposits from customers,"92,334.45","98,988.79","109,387.06"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,233.38,2.30,-
Deferred tax liabilities,123.27,131.26,98.84
Other liabilities,"1,834.35","1,814.33","2,777.02"
Debt securities issued,623.00,623.36,623.15
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"6,491.62","8,114.53","8,520.26"
Share premium,-,-,-
Retained earnings,"2,508.02","1,500.41","2,171.15"
Reserves,"3,328.50","4,523.96","5,303.39"
TOTAL EQUITY AND LIABILITIES,"108,063.25","116,462.30","133,151.14"
Interest Income,7106.68,9724.87,11625.42
Interest Expenses,3173.33,5403.05,6594.07
Net Interest Income,3933.34,4321.82,5031.35
Fee and commission income,784.75,772.04,821.31
Fee and commission expense,52.56,64.24,65.07
Net Fee and commission income,732.20,707.80,756.24
"Net Interest, Fee and commission income",4665.54,5029.62,5787.58
Net trading income,607.85,718.90,718.16
Other operating income,86.40,104.85,175.12
Total operating income,5359.78,5853.38,6680.86
Impairment charge/(reversal) for loans and other losses,-108.19,679.92,133.62
Net operating income,5467.98,5173.46,6547.23
Personnel expenses,1407.14,1322.25,1638.13
Other operating expenses,612.70,694.27,796.69
Depreciation & Amortisation,184.91,168.28,170.19
Operating Profit,3263.24,2988.67,3942.21
Non operating income,14.69,309.53,49.33
Non operating expense,23.33,533.01,58.38
Profit before income tax,3254.60,2765.18,3933.16
Income Tax Expense,,,
Current Tax,947.10,877.61,1192.12
