0,1,2,3
4. Nepal Investment Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"10,610.89","13,520.57","10,013.89"
Due from Nepal Rastra Bank,"7,389.71","10,860.92","14,321.97"
Placement with Bank and Financial Institutions,"10,246.40","8,498.97","7,964.99"
Derivative financial instruments,30.86,436.89,133.98
Other trading assets,-,-,-
Loan and advances to B/FIs,"2,502.93","4,274.42","4,920.06"
Loans and advances to customers,"118,322.57","122,866.55","135,457.51"
Investment securities,"17,154.38","16,973.47","23,582.66"
Current tax assets,346.85,501.18,748.91
Investment in subsidiaries,238.16,171.50,171.50
Investment in associates,33.29,82.36,82.36
