0,1,2,3
Current Tax Liabilities,-,66.29,24.77
Provisions,43.36,11.82,27.17
Deferred tax liabilities,30.92,-,-
Other liabilities,"1,013.93","1,011.81","1,211.17"
Debt securities issued,370.00,370.00,"1,724.71"
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"6,897.63","8,001.26","8,001.26"
Share premium,-,-,-
Retained earnings,"1,280.24","1,136.68","1,751.51"
Reserves,970.04,"1,649.95","2,236.79"
TOTAL EQUITY AND LIABILITIES,"69,481.70","91,821.95","109,064.49"
Interest Income,5126.69,8107.98,10757.98
Interest Expenses,2818.18,5092.45,6549.28
Net Interest Income,2308.51,3015.52,4208.7
Fee and commission income,455.74,706.39,785.12
Fee and commission expense,32.04,50.15,73.25
Net Fee and commission income,423.70,656.24,711.87
"Net Interest, Fee and commission income",2732.21,3671.76,4920.56
Net trading income,237.00,298.41,392.82
Other operating income,10.93,38.96,44.23
Total operating income,2980.14,4009.13,5357.62
Impairment charge/(reversal) for loans and other losses,134.88,239.22,218.24
Net operating income,2845.26,3769.92,5139.38
Personnel expenses,558.09,865.56,1259.77
Other operating expenses,289.91,383.73,515.55
Depreciation & Amortisation,81.85,105.46,139.17
Operating Profit,1915.41,2415.17,3224.9
Non operating income,41.21,0.90,2.08
Non operating expense,0.28,0.73,6.83
Profit before income tax,1956.34,2415.34,3220.16
Income Tax Expense,,,
Current Tax,562.16,774.25,957.82
Deferred Tax,17.12,-56.42,4.27
Profit/Loss for the period,1377.06,1697.50,2258.07
