0,1,2,3
Net trading income,232.46,115.52,58.59
Other operating income,234.76,131.79,169.30
Total operating income,"9,766.34","9,601.18","12,220.28"
Impairment charge/(reversal) for loans and other losses,992.76,"1,458.17","2,452.17"
Net operating income,"8,773.58","8,143.01","9,768.11"
Personnel expenses,"3,823.92","3,620.73","4,158.30"
Other operating expenses,872.31,995.69,994.42
Depreciation and amortization,472.95,487.08,476.53
Operating Profit,"3,604.41","3,039.50","4,138.86"
Non operating income,87.53,101.74,11.35
Non operating expense,51.55,26.37,47.05
Profit before income tax,"3,640.39","3,114.88","4,103.15"
Income Tax Expense,-,"1,791.47",-
Current Tax,"1,684.70","1,633.08","1,147.37"
Deferred Tax,(270.07),158.39,58.30
Profit for the year,"2,225.77","1,323.41","2,897.49"
