0,1,2,3
16. Machhapuchchhre Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"9,778.03","8,679.17","11,494.02"
Due from Nepal Rastra Bank,"4,552.00","8,908.18","6,047.35"
Placement with Bank and Financial Institutions,81.14,477.09,-
Derivative financial instruments,67.42,21.85,-
Other trading assets,212.02,17.41,507.98
Loan and advances to B/FIs,"2,471.15","3,714.54","2,607.54"
Loans and advances to customers,"92,529.23","113,572.01","128,573.15"
Investment securities,"11,932.41","19,603.81","24,127.40"
Current tax assets,275.81,419.11,646.42
Investment in subsidiaries,200.00,200.00,200.00
Investment in associates,-,-,-
Investment property,174.95,273.91,244.18
Property and equipment,"1,335.80","1,474.09","1,583.51"
Goodwill and Intangible assets,65.13,126.03,127.06
Deferred tax assets,35.23,35.14,49.25
Other assets,809.25,691.21,"2,519.43"
,,,
Total Assets,"124,519.57","158,213.55","178,727.31"
,-,-,-
Liabilities,"112,934.87","145,349.42","164,241.54"
Due to Bank and Financial Institutions,"2,649.48","2,863.54","5,072.84"
Due to Nepal Rastra Bank,13.72,"4,159.29","3,612.52"
Derivative financial instruments,-,,-                     1.78
Deposits from customers,"104,098.90","131,617.96","145,026.05"
Borrowing,"1,202.50","1,202.31","1,286.24"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"1,823.14","2,358.67","3,749.35"
Debt securities issued,"3,147.12","3,147.64","5,492.76"
Subordinated Liabilities,-,-,-
,,,
Equity,"11,584.70","12,864.13","14,485.77"
Share capital,"8,458.48","9,053.09","10,257.16"
Share premium,30.88,30.88,30.88
Retained earnings,981.27,"1,271.64",597.24
Reserves,"2,114.08","2,508.52","3,600.49"
,,,
Total Liabilities and equity,"124,519.57","158,213.55","178,727.31"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"11,352.89","11,155.48","15,232.37"
Interest Expense,"7,490.99","6,803.99","10,354.33"
Net Interest Income,"3,861.90","4,351.49","4,878.04"
