0,1,2,3
Loan and advances to B/FIs,"107,771.93","151,606.46","169,448.64"
Loans and advances to customers,"2,778,455.90","3,536,045.23","3,983,998.53"
Investment securities,"524,031.32","711,317.12","871,784.30"
Current tax assets,"14,896.56","13,790.88","15,246.37"
Investment in subsidiaries,"5,899.45","5,957.22","6,157.22"
Investment in associates,"3,182.52","4,852.18","3,837.53"
Investment property,"5,840.01","6,773.49","8,675.10"
Property and equipment,"53,263.35","55,718.75","75,947.82"
Goodwill and Intangible assets,"2,488.39","2,463.82","3,344.41"
Deferred tax assets,"2,062.84","1,482.80","1,957.48"
Other assets,"59,730.70","65,591.00","86,415.75"
,,,
Total Assets,"4,226,000.28","5,223,069.92","5,791,576.93"
,,,
Liabilities,"3,744,654.93","4,666,353.83","5,179,250.34"
Due to Bank and Financial Institutions,"126,962.15","143,418.30","114,827.47"
Due to Nepal Rastra Bank,"16,845.11","121,182.00","228,089.99"
Derivative financial instruments,"57,879.29","66,608.36","10,664.70"
Deposits from customers,"3,367,967.21","4,086,195.06","4,461,959.77"
Borrowing,"15,371.38","26,571.82","76,000.10"
Current Tax Liabilities,"1,296.95","1,907.67","2,239.06"
Provisions,722.50,755.26,617.61
Deferred tax liabilities,"7,742.18","13,024.08","8,987.56"
Other liabilities,"96,366.66","107,428.89","144,660.78"
Debt securities issued,"53,489.62","99,262.40","131,203.29"
Subordinated Liabilities,-,-,-
,,,
Equity,"481,357.22","556,716.09","593,178.84"
Share capital,"279,377.89","316,196.37","357,095.45"
Share premium,"8,496.73","6,692.78",566.18
Retained earnings,"42,007.17","52,063.47","47,359.43"
Reserves,"151,475.43","181,763.47","207,305.53"
,,,
Total Liabilities and Equity,"4,226,000.28","5,223,069.92","5,791,576.93"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"328,828.33","327,394.13","438,747.76"
Interest Expenses,"200,022.52","194,440.50","263,905.19"
Net Interest Income,"128,805.82","132,953.64","152,894.26"
Fee and commission income,"25,775.96","28,729.57","32,078.73"
Fee and commission expense,"2,519.99","3,169.21","4,682.07"
Net Fee and commission income,"23,255.97","25,560.36","27,138.59"
"Net Interest, Fee and commission income","152,061.79","158,514.00","180,032.85"
Net trading income,"9,907.72","11,857.66","8,126.66"
Other operating income,"4,020.47","11,848.97","7,030.86"
Total operating income,"165,989.98","182,220.63","194,725.45"
Impairment charge/(reversal) for loans and other losses,"19,697.03","12,186.63","12,721.51"
Net operating income,"146,292.95","170,033.99","182,003.94"
Personnel expenses,"44,587.00","52,349.91","53,340.21"
Other operating expenses,"21,843.75","22,471.85","19,657.57"
Depreciation &Amortization,"4,756.54","5,496.32","8,784.56"
