0,1,2,3
Derivative financial instruments,"10,347.14","12,751.39","37,733.75"
Deposits from customers,"1,678,909.69","2,014,181.71","2,363,753.39"
Borrowing,834.58,684.91,"5,697.56"
Current Tax Liabilities,"2,091.68","2,864.61","1,620.58"
Provisions,488.08,204.73,166.63
Deferred tax liabilities,"4,765.65","3,314.93","3,184.82"
Other liabilities,"37,362.76","50,782.73","65,843.99"
Debt securities issued,"8,433.62","10,881.30","27,008.95"
Subordinated Liabilities,"1,041.10","1,041.22",-
Equity,,,
Share capital,"161,765.30","201,333.48","218,996.15"
Share premium,"7,142.98","7,832.88","3,445.55"
Retained earnings,"37,110.32","30,074.11","40,599.02"
Reserves,"64,035.35","85,269.00","95,459.14"
TOTAL EQUITY AND LIABILITIES,"2,087,247.29","2,502,064.89","2,995,325.78"
Interest Income,"135,370.69","205,592.70","263,411.41"
Interest Expenses,"68,172.17","118,957.73","159,980.82"
Net Interest Income,"60,389.91","78,125.47","103,437.93"
Fee and commission income,"15,060.68","17,660.87","21,368.85"
Fee and commission expense,"1,459.22","1,706.35","2,196.71"
Net Fee and commission income,"13,573.76","15,927.28","19,172.17"
"Net Interest, Fee and commission income","73,640.03","91,853.04","122,610.09"
Net trading income,"4,968.85","8,864.05","8,999.53"
Other operating income,"2,624.57","3,902.76","2,816.57"
Total operating income,"84,405.17","104,475.71","134,425.40"
Impairment charge/(reversal) for loans and other losses,752.80,"4,631.26","6,322.13"
Net operating income,"86,842.41","100,515.09","128,548.89"
Personnel expenses,"19,687.77","25,345.44","33,538.52"
Other operating expenses,"9,396.40","11,849.57","17,188.93"
Depreciation & Amortisation,"1,891.08","2,288.50","3,626.95"
Operating Profit,"53,625.81","57,476.40","74,194.46"
Non operating income,"4,472.41","2,139.43","1,419.07"
Non operating expense,877.18,"1,789.19","1,083.24"
Profit before income tax,"57,287.21","58,015.98","74,530.32"
Income Tax Expense,841.49,510.55,"1,982.84"
Current Tax,"13,606.90","16,327.60","22,799.54"
Deferred Tax,"1,339.33","(1,062.70)",387.75
Profit/Loss for the period,"40,988.01","41,543.02","51,683.58"
