0,1,2,3
18,NIC Asia Bank Ltd.,2013/06/30*,"Thapathali, Kathmandu"
19,Global IME Bank Ltd.,2019/09/04*,"Kamaladi, Kathmandu"
20,NMB Bank Ltd.,2015/10/18*,"Babarmahal, Kathmandu"
21,Prabhu Bank Ltd.,2016/02/12*,"Babarmahal, Kathmandu"
22,Siddhartha Bank Ltd.,2016/07/21*,"Hattisar, Kathmandu"
23,Bank of Kathmandu  Ltd.,2016/07/14*,"Kamalpokhari, Kathmandu"
24,Civil Bank Ltd.,2016/10/17*,"Kamaladi, Kathmandu"
25,Nepal Credit and Commerce Bank Ltd.,2017/01/01*,"Bagbazar, Kathmandu"
26,Rastriya Banijya Bank Ltd.,2018/05/02*,"Singhadurbar Plaza, Kathmandu"
27,Mega Bank Nepal Ltd.,2018/05/13*,"Kamaladi, Kathmandu"
,*Joint operation date after merger.,,
