0,1,2,3
Particulars,2017-18,2018-19,2019-20
Property and equipment,"13,770.97","14,161.10","14,851.28"
Goodwill and Intangible assets,87.99,149.24,372.61
Deferred tax assets,"1,102.28",341.10,471.99
Other assets,"23,427.84","31,645.11","24,812.14"
TOTAL ASSETS,"466,218.82","553,491.00","636,234.53"
Due to Bank and Financial Institutions,"6,134.07","9,506.22","3,256.55"
Due to Nepal Rastra Bank,322.65,432.30,285.58
Derivative financial instruments,-,"5,504.43","6,419.10"
Deposits from customers,"367,967.49","426,117.18","516,590.27"
Borrowing,641.44,"1,071.41","1,072.12"
Current Tax Liabilities,156.23,-,-
Provisions,63.28,131.44,418.50
Deferred tax liabilities,"3,365.82","3,764.51","3,927.51"
Other liabilities,"18,606.77","25,786.95","19,681.72"
Debt securities issued,460.00,-,"2,494.65"
Subordinated Liabilities,-,-,-
Equity,"55,980.69","81,176.55","82,088.51"
Share capital,"17,047.46","33,264.18","35,276.79"
Share premium,"2,731.48","3,262.81","1,788.70"
Retained earnings,"5,548.18","7,118.67","7,578.96"
Reserves,"29,236.03","37,530.88","37,444.07"
TOTAL EQUITY AND LIABILITIES,"466,218.82","553,491.00","636,234.53"
Interest Income,"34,930.85","41,060.26","43,902.97"
Interest Expenses,"12,791.41","17,026.22","22,733.08"
Net Interest Income,"22,139.44","24,034.04","21,169.89"
Fee and commission income,"3,166.60","3,574.10","3,529.61"
Fee and commission expense,266.52,197.42,317.68
Net Fee and commission income,"2,900.08","3,376.68","3,211.92"
"Net Interest, Fee and commission income","25,039.52","27,410.72","24,381.82"
Net trading income,454.31,730.63,858.44
Other operating income,40.88,350.26,982.86
Total operating income,"25,534.72","28,491.62","26,223.11"
Impairment charge/(reversal) for loans and other losses,384.36,639.67,974.96
Net operating income,"25,150.35","27,851.93","25,248.16"
Personnel expenses,"8,341.84","8,125.34","7,652.15"
Other operating expenses,"2,007.15","2,468.76","2,955.25"
Depreciation &Amortization,482.18,472.12,581.03
Operating Profit,"14,319.18","16,785.71","14,059.73"
