0,1,2,3
15. Laxmi Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"6,324.17","10,425.00","9,423.98"
Due from Nepal Rastra Bank,"3,454.93","4,805.69","9,431.45"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,35.08,"5,122.32","6,224.51"
Other trading assets,23.52,67.52,16.12
Loan and advances to B/FIs,"1,656.12","1,935.60","1,590.06"
Loans and advances to customers,"59,834.78","74,615.90","89,439.82"
Investment securities,"7,411.39","7,025.46","10,289.89"
Current tax assets,53.88,14.20,83.96
Investment in subsidiaries,287.00,417.00,417.00
Investment in associates,-,-,-
Investment property,37.49,37.33,108.98
Property and equipment,"1,241.94","1,345.86","1,391.83"
Goodwill and Intangible assets,35.07,54.66,90.19
Deferred tax assets,-,-,-
Other assets,564.91,"1,129.18",294.86
TOTAL ASSETS,"80,960.28","106,995.72","128,802.65"
Due to Bank and Financial Institutions,"2,472.86","6,554.76",501.74
Due to Nepal Rastra Bank,677.80,"1,229.86",500.46
Derivative financial instruments,-,"5,046.11","6,181.98"
Deposits from customers,"65,561.48","80,324.63","100,864.40"
Borrowing,-,-,"3,618.81"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,142.16,98.91,211.52
Other liabilities,546.57,690.01,958.58
Debt securities issued,401.40,401.40,"2,008.20"
Subordinated Liabilities,-,,-
Equity,"11,158.01","12,650.04","13,956.97"
Share capital,"8,221.67","8,920.51","9,812.56"
Share premium,-,-,-
Retained earnings,760.75,"1,453.37","1,600.08"
Reserves,"2,175.59","2,276.16","2,544.33"
