0,1,2,3
Total Assets,"228,941.96","264,327.02","285,977.92"
,,,
Liabilities,"208,540.15","242,729.15","260,671.32"
Due to Bank and Financial Institutions,"7,717.01","7,234.64","11,613.66"
Due to Nepal Rastra Bank,"5,859.91","24,965.10",288.45
Derivative Financial Instrument,-,19.36,23.89
Deposits from customers,"180,924.01","191,550.64","223,654.67"
Borrowings,-,"1,022.80","7,312.48"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,966.72,239.22,501.93
Other liabilities,"4,909.95","6,034.82","5,613.69"
Debt securities issued,"8,162.56","11,662.56","11,662.56"
Subordinated Liabilities,-,-,-
,,,
Equity,"20,401.81","21,597.87","25,306.59"
Share Capital,"10,962.30","12,524.43","14,089.98"
Share premium,-,-,-
Retained earnings,"1,808.63","1,359.87",663.61
Reserves,"7,630.88","7,713.58","10,553.00"
,,,
Total Liabilities and Equity,"228,941.96","264,327.02","285,977.92"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"14,949.21","20,677.56","27,670.97"
Interest Expense,"9,439.00","14,080.72","19,486.42"
Net Interest Income,"5,510.21","6,596.85","8,184.54"
Fees and commission income,"1,337.10","1,505.59","1,693.08"
Fees and commission expense,204.49,285.89,347.46
Net fee and commission income,"1,132.61","1,219.70","1,345.62"
"Net interest, fee and commission income","6,642.81","7,816.55","9,530.16"
Net trading income,777.64,442.93,191.74
Other operating income,"1,042.36",532.49,336.33
Total operating income,"8,462.82","8,791.97","10,058.23"
Impairment charge/(reversal) for loans and other losses,793.07,607.47,"1,187.56"
Net operating income,"7,669.75","8,184.50","8,870.67"
Personnel expenses,"2,368.24","2,685.02","2,852.24"
Other operating expenses,932.14,827.86,917.44
Depreciation and Amortization,202.64,405.07,448.01
Operating Profit,"4,166.73","4,266.55","4,652.98"
Non-operating income,0.54,8.61,13.47
Non-operating expense,0.02,16.69,101.19
Profit before income tax,"4,167.24","4,258.47","4,565.26"
Income Tax Expense,,,-
Current Tax,"1,327.72","1,396.82","1,412.44"
Deferred Tax,(15.30),(40.81),(13.95)
Profit for the period,"2,854.83","2,902.46","3,166.77"
