0,1,2,3
13. Machhapuchchhre Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"1,837.23","3,706.00","9,442.90"
Due from Nepal Rastra Bank,"8,978.96","6,890.13","3,226.96"
Placement with Bank and Financial Institutions,"3,393.27","2,259.78","1,458.03"
Derivative financial instruments,29.38,30.81,72.60
Other trading assets,97.24,93.21,358.70
Loan and advances to B/FIs,"1,306.90","1,380.57","2,440.17"
Loans and advances to customers,"36,178.23","40,878.52","75,095.77"
Investment securities,"4,578.10","4,766.33","10,306.08"
Current tax assets,49.89,61.03,209.98
Investment in subsidiaries,-,200.00,200.00
Investment in associates,-,-,-
Investment property,23.20,87.83,78.46
Property and equipment,237.93,371.54,"1,122.93"
Goodwill and Intangible assets,2.59,23.84,49.01
Deferred tax assets,34.64,22.31,21.42
Other assets,260.65,605.25,"1,163.04"
TOTAL ASSETS,"57,008.22","61,377.14","105,246.05"
Due to Bank and Financial Institutions,515.75,0.00,6361.84
Due to Nepal Rastra Bank,1078.28,333.99,1020.52
Derivative financial instruments,0.00,0.00,0.00
Deposits from customers,43860.31,48052.95,85198.40
Borrowing,0.00,0.00,0.00
Current Tax Liabilities,0.00,0.00,0.00
Provisions,0.00,0.00,0.00
Deferred tax liabilities,0.00,0.00,0.00
