0,1,2,3
Other liabilities,753.26,1252.65,1428.41
Debt securities issued,0.00,0.00,0.00
Subordinated Liabilities,0.00,0.00,0.00
Equity,10800.63,11737.55,11236.88
Share capital,7219.06,8088.30,8055.70
Share premium,0.00,0.00,30.88
Retained earnings,1414.87,941.46,1293.47
Reserves,2166.69,2707.79,1856.83
TOTAL EQUITY AND LIABILITIES,57008.22,61377.14,105246.05
Interest Income,3671.25,5427.43,10177.52
Interest Expenses,2129.55,3456.81,6627.77
Net Interest Income,1541.70,1970.62,3549.76
Fee and commission income,983.26,935.87,790.52
Fee and commission expense,34.90,36.99,69.98
Net Fee and commission income,948.37,898.88,720.54
"Net Interest, Fee and commission income",2490.07,2869.50,4270.3
Net trading income,141.38,157.89,303.33
Other operating income,22.66,40.25,28.14
Total operating income,2654.10,3067.63,4601.77
Impairment charge/(reversal) for loans and other losses,27.03,298.88,117.17
Net operating income,2627.07,2768.75,4484.6
Personnel expenses,620.08,755.66,1230.38
Other operating expenses,301.09,340.73,723.55
Depreciation & Amortisation,51.09,72.28,130.39
Operating Profit,1654.81,1600.08,2400.28
Non operating income,39.78,16.76,121.9
Non operating expense,10.03,6.70,94.89
Profit before income tax,1684.56,1610.14,2427.29
Income Tax Expense,,,730.21
Current Tax,479.74,494.78,760.91
Deferred Tax,5.12,-28.67,30.71
Profit/Loss for the period,1199.70,1144.04,1697.09
