0,1,2,3
7.  Himlayan Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"8,910.94","11,391.81","18,392.31"
Due from Nepal Rastra Bank,"7,535.70","7,133.56","20,235.96"
Placement with Bank and Financial Institutions,"3,780.74","3,322.40","5,019.36"
Derivative financial instruments,92.63,17.10,29.84
Other trading assets,-,-,-
Loans and advances to BFIs,"6,045.81","7,851.03","10,587.33"
Loans and advances to customers,"126,048.13","147,121.80","227,402.17"
Investment securities,"20,433.63","31,900.98","37,596.00"
Current tax assets,418.40,459.91,545.73
Investment in subsidiaries,200.00,200.00,"1,060.06"
Investment in associates,185.06,192.71,190.93
Investment property,379.80,239.10,589.16
