0,1,2,3
Impairment charge/(reversal) for loans and other losses,(37.23),"1,453.82","2,037.97"
Net operating income,"8,577.17","8,875.93","7,361.17"
Personnel expenses,"2,539.35","2,689.18","2,634.45"
Other operating expenses,"1,087.92","1,192.03","1,015.55"
Depreciation & Amortization,290.52,319.40,458.07
Operating Profit,"4,659.39","4,675.32","3,253.10"
Non operating income,2.66,9.99,3.44
Non operating expense,46.76,76.15,20.99
Profit before income tax,"4,615.29","4,609.16","3,235.55"
Income Tax Expense,,-,-
Current Tax,"1,435.20","1,434.85","1,025.73"
Deferred Tax expense/(Income),(111.01),(48.24),(34.58)
Profit for the period,"3,291.09","3,222.55","2,244.40"
