0,1,2,3
Retained earnings,"1,751.51","1,197.04","1,737.20"
Reserves,"2,236.79","2,820.19","3,504.69"
TOTAL EQUITY AND LIABILITIES,"109,064.49","126,313.33","160,750.58"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"10,757.98","11,469.73","10,762.83"
Interest Expenses,"6,549.28","7,280.03","6,237.84"
Net Interest Income,"4,208.70","4,189.69","4,524.99"
Fee and commission income,785.12,698.26,875.12
Fee and commission expense,73.25,78.53,60.96
Net Fee and commission income,711.87,619.73,814.16
"Net Interest, Fee and commission income","4,920.56","4,809.42","5,339.15"
Net trading income,392.82,420.66,426.74
Other operating income,44.23,59.73,51.67
Total operating income,"5,357.62","5,289.81","5,817.55"
Impairment charge/(reversal) for loans and other losses,218.24,797.02,248.28
Net operating income,"5,139.38","4,492.78","5,569.27"
Personnel expenses,"1,259.77","1,234.69","1,439.20"
Other operating expenses,515.55,572.71,656.14
Depreciation &Amortization,139.17,155.53,162.98
Operating Profit,"3,224.90","2,529.85","3,310.96"
Non operating income,2.08,1.41,1.32
Non operating expense,6.83,1.52,3.04
Profit before income tax,"3,220.16","2,529.74","3,309.23"
Income Tax Expense,,-,
Current Tax,957.82,751.73,978.18
Deferred Tax,4.27,1.75,13.23
Profit/Loss for the period,"2,258.07","1,776.26","2,317.82"
