0,1,2,3
. Standard Chartered Bank Nepal Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"12,626.99","39,244.05","26,856.98"
Due from Nepal Rastra Bank,"2,454.91","1,985.45","2,236.48"
Placement with Bank and Financial Institutions,"9,902.70","4,210.50",-
Derivative financial instruments,43.34,41.75,0.27
Other trading assets,-,-,-
Loan and advances to B/FIs,"2,541.47","4,124.86","9,065.23"
Loans and advances to customers,"53,092.12","52,810.89","62,408.70"
Investment securities,"11,535.16","13,058.68","12,816.34"
Current tax assets,50.08,171.94,124.72
Investment in subsidiaries,-,-,-
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,147.74,187.15,277.10
Goodwill and Intangible assets,-,-,-
Deferred tax assets,71.80,36.49,-
Other assets,797.90,566.51,952.94
TOTAL ASSETS,"93,264.18","116,438.27","114,738.76"
,,,-
Liabilities,"78,337.12","101,335.78","98,516.64"
Due to Bank and Financial Institutions,505.84,"4,246.47","8,426.45"
Due to Nepal Rastra Bank,-,-,621.51
Derivative financial instruments,-,1.17,20.81
Deposits from customers,"75,731.53","95,020.84","87,564.22"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,42.38,37.40,19.60
Deferred tax liabilities,-,-,20.07
Other liabilities,"2,057.37","2,029.90","1,844.00"
Debt securities issued,-,-,-
Subordinated Liabilities,-,-,-
Equity,"14,927.07","15,102.50","16,222.12"
Share capital,"8,011.43","8,011.43","8,572.23"
Share premium,-,-,-
Retained earnings,"1,807.88","1,517.92","1,776.75"
Reserves,"5,107.77","5,573.14","5,873.13"
TOTAL EQUITY AND LIABILITIES,"93,264.18","116,438.27","114,738.76"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"6,500.04","6,569.46","5,320.63"
Interest Expenses,"2,978.18","3,113.44","2,726.84"
Net Interest Income,"3,521.86","3,456.02","2,593.79"
Fee and commission income,873.84,797.74,739.04
Fee and commission expense,45.10,40.96,38.74
Net Fee and commission income,828.75,756.78,700.30
"Net Interest, Fee and commission income","4,350.61","4,212.79","3,294.10"
