0,1,2,3
21. Prime Commercial Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"4,464.07","4,503","5,304.76"
Due from Nepal Rastra Bank,"8,300.38","8,816","7,807.98"
Placement with Bank and Financial Institutions,"1,042.44","1,960","1,118.73"
Derivative financial instruments,-,-,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"1,944.32","2,829","3,014.81"
Loans and advances to customers,"56,076.91","67,138","72,545.40"
Investment securities,"4,982.31","8,428","10,142.16"
Current tax assets,20.39,154,112.53
Investment in susidiaries,-,-,-
Investment in associates,28.00,28,51.02
Investment property,50.88,16,242.56
Property and equipment,580.25,607,743.98
