0,1,2,3
S.No.,Name,Operation Date (A.D.),Head Office
1,Nepal Bank Ltd.,1937/11/15,"Dharmapath, Kathmandu"
2,Agricultural Development Bank Ltd.,1968/01/21,"Ramshahpath, Kathmandu"
3,Nabil Bank Ltd.,1984/07/12,"Beena Marg, Kathmandu"
4,Nepal Investment Bank Ltd.,1986/03/09,"Durbarmarg, Kathmandu"
5,Standard Chartered Bank Nepal Ltd.,1987/02/28,"Nayabaneshwor, Kathmandu"
6,Himalayan Bank Ltd.,1993/01/18,"Kamaladi, Kathmandu"
7,Nepal SBI Bank Ltd.,1993/07/07,"Kesharmahal, Kathmandu"
8,Nepal Bangladesh Bank Ltd.,1994/06/06,"Kamaladi, Kathmandu"
9,Everest Bank Ltd.,1994/10/18,"Lazimpat , Kathmandu"
10,Kumari Bank Ltd.,2001/04/03,"Durbarmarg, Kathmandu"
11,Laxmi Bank Ltd.,2002/04/03,"Hattisar, Kathmandu"
12,Citizens Bank International Ltd.,2007/04/20,"Narayanhitipath, Kathmandu"
13,Prime Commercial Bank Ltd.,2007/09/24,"Kamalpokhari, Kathmandu"
14,Sunrise Bank Ltd.,2007/10/12,"Gairidhara, Kathmandu"
15,Century Commercial Bank Ltd.,2011/03/10,"Putalisadak , Kathmandu"
16,Sanima Bank Ltd.,2012/02/15,"Nagpokhari, Kathmandu"
17,Machhapuchhre Bank Ltd.,2012/07/09*,"Lazimpat, Kathmandu"
