0,1,2,3
19. NMB Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"5,499.97","5,183.94","8,096.35"
Due from Nepal Rastra Bank,"9,242.45","6,840.51","10,829.18"
Placement with Bank and Financial Institutions,681.93,276.41,"2,172.97"
Derivative financial instruments,"5,425.63","7,506.75","8,595.48"
Other trading assets,298.28,321.72,340.39
Loan and advances to B/FIs,"1,869.10","2,497.57","3,317.96"
Loans and advances to customers,"59,886.96","72,711.77","88,485.03"
Investment securities,"7,480.98","9,448.45","10,316.35"
Current tax assets,719.53,763.88,-
Investment in susidiaries,148.55,248.55,248.55
Investment in associates,-,-,-
Investment property,77.49,59.77,102.92
Property and equipment,"1,436.62","1,559.57","1,577.90"
Goodwill and Intangible assets,15.70,22.05,115.42
Deferred tax assets,-,66.87,70.04
Other assets,291.22,"4,883.61","1,201.87"
