0,1,2,3
20. NMB Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"8,096.35","11,098.35","13,887.37"
Due from Nepal Rastra Bank,"10,829.18","15,250.00","19,218.51"
Placement with Bank and Financial Institutions,"2,172.97","3,304.23","2,717.15"
Derivative financial instruments,"8,595.48","10,066.30","17,161.39"
Other trading assets,340.39,266.89,2.66
Loan and advances to B/FIs,"3,317.96","4,665.86","5,194.47"
Loans and advances to customers,"88,485.03","115,668.47","151,014.12"
Investment securities,"10,316.35","14,998.76","17,453.56"
Current tax assets,-,61.46,92.75
Investment in subsidiaries,248.55,372.49,372.49
Investment in associates,-,-,-
Investment property,102.92,79.65,97.94
Property and equipment,"1,577.90","1,755.79","1,741.91"
Goodwill and Intangible assets,115.42,125.85,112.54
Deferred tax assets,70.04,264.42,249.01
Other assets,"1,201.87","1,473.39","2,230.98"
TOTAL ASSETS,"135,470.41","179,451.91","231,546.86"
,,,
Liabilities,"118,067.39","158,516.53","207,603.08"
Due to Bank and Financial Institutions,624.36,"3,150.01","1,964.52"
Due to Nepal Rastra Bank,"3,203.52","4,832.50","7,597.98"
Derivative financial instruments,"8,458.37","10,008.21","17,127.04"
Deposits from customers,"97,892.30","131,660.37","164,489.29"
Borrowing,"3,468.06","3,416.31","7,443.81"
Current Tax Liabilities,35.58,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"2,145.96","3,169.29","3,686.46"
Debt securities issued,"2,239.24","2,279.83","5,293.99"
