0,1,2,3
4. Nabil Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"6,774.26","8,178.99","7,519.09"
Due from Nepal Rastra Bank,"25,652.42","20,182.91","21,309.90"
Placement with Bank and Financial Institutions,"13,424.39","14,287.53","24,279.37"
Derivative financial instruments,"3,833.46","7,781.53","20,345.56"
Other trading assets,-,-,-
Loan and advances to B/FIs,"8,283.06","12,149.94","14,195.51"
Loans and advances to customers,"331,123.17","373,574.16","410,992.04"
Investment securities,"76,452.98","102,940.71","117,289.49"
Current tax assets,-,"1,798.00","1,016.13"
Investment in subsidiaries,"1,798.00",80.00,"1,798.00"
Investment in associates,80.00,-,80.00
Investment property,"1,827.07","2,962.63","4,067.77"
Property and equipment,"3,871.27","4,173.20","4,464.89"
Goodwill and Intangible assets,285.46,292.31,372.15
Deferred tax assets,-,-,-
