0,1,2,3
12. Kumari Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"19,921.48","19,581.64","35,350.48"
Due from Nepal Rastra Bank,"13,460.94","28,158.09","21,339.80"
Placement with Bank and Financial Institutions,"7,771.45","1,422.91","13,387.67"
Derivative financial instruments,184.83,346.54,"1,176.10"
Other trading assets,-,-,-
Loan and advances to B/FIs,"9,754.31","10,745.45","14,153.34"
Loans and advances to customers,"270,937.31","268,431.27","260,322.40"
Investment securities,"42,696.60","64,635.15","80,098.70"
Current tax assets,"1,389.77",600.00,536.11
Investment in subsidiaries,600.00,"1,165.02",600.00
Investment in associates,"1,185.02","2,577.36",960.02
Investment property,"1,263.21","1,913.18","2,538.82"
Property and equipment,"2,515.85","2,294.21","2,657.41"
Goodwill and Intangible assets,188.67,219.59,184.39
Deferred tax assets,63.03,108.63,"1,092.50"
Other assets,"8,592.31","7,253.84","7,285.87"
TOTAL ASSETS,"380,524.79","409,452.88","441,683.64"
Liabilities,"345,209.98","374,649.68","404,566.81"
Due to Bank and Financial Institutions,"9,233.57","14,717.41","11,085.04"
Due to Nepal Rastra Bank,"1,496.50","3,729.50","3,895.76"
Derivative financial instrument,170.10,350.04,"1,168.56"
Deposits from customers,"316,047.05","333,111.32","364,639.16"
Borrowing,"2,645.52","1,340.59","1,380.59"
Current Tax Liabilities,-,-,-
Provisions,3.00,3.00,3.10
Deferred tax liabilities,-,-,-
Other liabilities,"6,626.26","7,417.36","8,412.76"
Debt securities issued,"8,987.97","13,980.46","13,981.84"
Subordinated Liabilities,-,-,-
Equity,"35,314.80","34,803.20","37,116.83"
Share capital,"26,225.86","26,225.86","26,225.86"
Share premium,-,-,-
