0,1,2,3
3. Agricultural Development Bank,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"6,559.90","9,462.42","5,074.08"
Due from Nepal Rastra Bank,"6,208.95","7,096.50","15,212.78"
Placement with Bank and Financial Institutions,127.90,-,"5,214.30"
Derivative financial instruments,103.88,17.59,9.97
Other trading assets,"1,047.49",943.65,"1,216.15"
Loan and advances to B/FIs,"4,123.68","4,134.54","3,202.20"
Loans and advances to customers,"173,314.97","176,303.57","203,617.05"
Investment securities,"45,922.12","57,411.02","68,611.26"
Current tax assets,966.32,276.71,29.01
Investment in subsidiaries,28.84,28.84,-
Investment in associates,69.38,-,139.13
Investment property,252.59,248.65,943.09
Property and equipment,"2,225.08","2,291.07","2,238.43"
Goodwill and Intangible assets,229.77,138.59,61.97
Deferred tax assets,52.15,-,-
Other assets,"4,951.22","7,317.84","5,806.00"
TOTAL ASSETS,"246,184.24","265,670.98","311,375.43"
Liabilities,"212,827.21","231,877.33","275,235.49"
Due to Bank and Financial Institution,"7,998.74","2,095.92",197.02
Due to Nepal Rastra Bank,"9,781.71",4.57,-
Derivative financial instruments,-,-,-
Deposits from customers,"166,590.27","199,486.61","243,628.66"
Borrowing,"1,777.21","2,136.56","2,664.57"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,484.36,307.42
Other liabilities,"6,210.24","7,195.77","7,960.79"
Debt securities issued,"20,469.04","20,473.53","20,477.02"
Subordinated Liabilities,-,-,-
Equity,"33,357.03","33,793.65","36,139.95"
Share capital,"18,620.63","18,884.39","18,884.39"
Share premium,-,-,-
Retained earnings,"3,521.79","1,243.17","2,136.09"
Reserves,"11,214.61","13,666.10","15,119.47"
Total liabilities and equity,"246,184.24","265,670.98","311,375.43"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"19,582.60","23,948.68","27,571.35"
Interest Expense,"11,226.66","15,753.03","17,018.57"
Net Interest Income,"8,355.94","8,195.66","10,552.78"
Fee and commission income,"1,464.29","1,371.86","1,672.37"
Fee and commission expense,56.19,213.65,232.77
Net Fee and commission income,"1,408.10","1,158.21","1,439.60"
"Net Interest, Fee and commission income","9,764.04","9,353.87","11,992.39"
