0,1,2,3
4. Nabil Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"11,051.54","6,774.26","8,178.99"
Due from Nepal Rastra Bank,"13,037.24","25,652.42","20,182.91"
Placement with Bank and Financial Institutions,"8,870.90","13,424.39","14,287.53"
Derivative financial instruments,"1,373.61","3,833.46","7,781.53"
Other trading assets,29.73,-,-
Loan and advances to B/FIs,"10,366.94","8,283.06","12,149.94"
Loans and advances to customers,"300,205.65","331,123.17","373,574.16"
Investment securities,"62,455.04","76,452.98","102,940.71"
Current tax assets,606.48,-,"1,798.00"
Investment in subsidiaries,298.00,"1,798.00",80.00
Investment in associates,80.00,80.00,-
Investment property,"1,318.60","1,827.07","2,962.63"
Property and equipment,"3,536.10","3,871.27","4,173.20"
Goodwill and Intangible assets,291.72,285.46,292.31
Deferred tax assets,-,-,-
Other assets,"6,296.55","7,798.00","8,617.98"
TOTAL ASSETS,"419,818.10","481,203.55","557,019.89"
Liabilities,"366,836.35","424,290.87","498,342.96"
Due to bank and financial institutions,"3,353.61","6,277.71","6,687.81"
Due to Nepal Rastra Bank,"4,657.44",-,-
Derivative financial instruments,"1,390.74","3,812.95","7,763.74"
Deposits from customers,"326,222.31","396,843.50","462,097.42"
Borrowing,"10,720.73",-,-
Current Tax Liabilities,-,482.35,38.28
Provisions,-,-,-
Deferred tax liabilities,"1,778.50","1,918.85","1,607.55"
Other liabilities,"12,228.18","8,468.53","10,519.72"
Debt securities issued,"6,484.84","6,486.98","9,628.44"
Subordinated Liabilities,-,-,-
Equity,"52,981.75","56,912.68","58,676.93"
Share capital,"22,832.91","27,057.00","27,057.00"
Share premium,0.18,-,-
Retained earnings,"2,899.54","3,187.06","3,082.90"
Reserves,"27,249.12","26,668.62","28,537.03"
Total liabilities and equity,"419,818.10","481,203.55","557,019.89"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"23,340.75","46,251.16","46,413.43"
Interest Expense,"14,421.88","28,502.32","30,096.11"
Net Interest Income,"8,918.87","17,748.84","16,317.31"
Fee and commission income,"2,043.27","3,545.85","3,983.67"
Fee and commission expense,464.38,651.05,741.95
Net Fee and commission income,"1,578.90","2,894.79","3,241.72"
"Net Interest, Fee and commission income","10,497.77","20,643.63","19,559.04"
Net trading income,564.99,486.56,536.66
Other operating income,410.41,365.91,215.67
