0,1,2,3
15. Laxmi Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"4,747.59","6,324.17","10,425.00"
Due from Nepal Rastra Bank,"4,095.24","3,454.93","4,805.69"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,28.56,35.08,"5,122.32"
Other trading assets,20.32,23.52,67.52
Loan and advances to B/FIs,"1,665.07","1,656.12","1,935.60"
Loans and advances to customers,"50,595.59","59,834.78","74,615.90"
Investment securities,"7,761.00","7,411.39","7,025.46"
Current tax assets,51.60,53.88,14.20
Investment in subsidiaries,248.50,287.00,417.00
Investment in associates,-,-,-
Investment property,-,37.49,37.33
Property and equipment,"1,156.15","1,241.94","1,345.86"
Goodwill and Intangible assets,42.05,35.07,54.66
Deferred tax assets,-,-,-
Other assets,"1,182.55",564.91,"1,129.18"
TOTAL ASSETS,"71,594.23","80,960.28","106,995.72"
Due to Bank and Financial Instituions,"1,347.95","2,472.86","6,554.76"
Due to Nepal Rastra Bank,-,677.80,"1,229.86"
Derivative financial instruments,-,-,"5,046.11"
Deposits from customers,"58,585.45","65,561.48","80,324.63"
Borrowing,-,-,-
