0,1,2,3
1. Nepal Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalents,"8,656.50","35,705.07","49,807.16"
Due from Nepal Rastra Bank,"19,748.87","21,545.48","18,193.43"
Placement with Bank and Financial Institutions,582.51,"4,115.39","6,871.22"
Derivative financial instruments,8.59,"3,334.95","6,634.73"
Other trading assets,115.04,99.31,177.32
Loans and advances to B/FIs,"5,499.66","7,013.46","7,180.89"
Loans and advances to customers,"178,556.57","194,667.77","220,499.78"
Investment securities,"56,946.18","45,275.64","60,728.43"
Current tax assets,"1,202.97","2,927.03","2,569.63"
