0,1,2,3
1. Consolidated Financials of the State-owned Banks,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"32,900.28","20,831.60","27,908.42"
Due from Nepal Rastra Bank,"36,672.98","29,473.52","49,520.43"
Placement with Bank and Financial Institutions,"8,437.00",618.93,582.51
Derivative financial instruments,"8,588.97",595.79,28.91
Other trading assets,"1,767.74","1,152.77","1,058.69"
Loans and advances to BFIs,"22,086.33","26,817.09","25,267.23"
Loans and advances to customers,"463,889.80","554,979.24","582,169.12"
Investment securities,"138,950.60","154,086.14","190,447.82"
Current tax assets,"6,198.68","6,553.20","6,296.29"
Investment in subsidiaries,228.84,228.84,428.84
Investment in associates,275.50,275.50,"3,546.40"
Investment property,433.89,538.40,643.74
Property and equipment,"15,564.98","18,635.72","46,016.78"
Goodwill and Intangible assets,365.71,317.61,220.89
Deferred tax assets,-,52.15,-
Other assets,"18,711.98","21,348.42","22,292.23"
Total Assets,"755,073.28","836,504.92","956,428.31"
Liabilities,"661,678.72","735,005.34","835,373.67"
,,,
Due to Bank and Financial Institutions,"3,353.69","13,838.26","4,701.05"
Due to Nepal Rastra Bank,"18,573.08","39,731.31",74.57
Derivative Financial Instrument,"8,474.69",508.07,8.54
Deposits from customers,"589,465.08","620,810.71","765,655.55"
Borrowings,598.53,"9,141.39","2,458.86"
Current Tax Liabilities,-,-,-
Provisions,517.16,441.68,570.39
Deferred tax liabilities,"5,610.56","4,589.16","12,021.94"
Other liabilities,"14,598.33","19,374.78","23,414.30"
Debt securities issued,"20,487.60","26,569.97","26,468.46"
Subordinated Liabilities,-,-,-
,,,
Equity,"93,394.56","101,499.59","121,054.63"
Share Capital,"33,811.58","47,966.89","49,215.79"
Share premium,"5,864.60",-,-
Retained earnings,"10,840.69","8,807.43","2,161.97"
Reserves,"42,877.70","44,725.26","69,676.88"
,,,
Total Liabilities and Equity,"755,073.28","836,504.92","956,428.31"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"43,240.32","56,712.29","79,379.20"
Interest Expense,"21,744.71","32,345.82","49,960.36"
Net Interest Income,"21,495.61","24,366.47","29,418.84"
Fees and commission income,"3,544.73","3,452.64","3,482.96"
