0,1,2,3
10.  NIC Asia Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"23,902.66","27,813.32","20,245.56"
Due from Nepal Rastra Bank,"9,072.90","12,654.49","20,443.34"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,"5,359.38",-,"2,965.53"
Other trading assets,11.80,162.82,2.06
Loans and advances to BFIs,"14,289.46","14,099.44","9,966.48"
Loans and advances to customers,"248,770.35","252,448.48","261,772.03"
Investment securities,"33,293.73","39,048.16","34,321.04"
Current tax assets,297.11,140.56,192.11
Investment in subsidiaries,"1,264.50","1,264.50","1,204.50"
Investment in associates,-,-,-
Investment property,"1,275.46",722.53,"2,718.43"
Property and equipment,"3,038.16","3,093.07","5,279.76"
Goodwill and Intangible assets,91.55,132.65,136.47
Deferred tax assets,-,-,-
Other assets,"5,480.46","6,989.81","4,841.98"
Total Assets,"346,147.52","358,569.84","364,089.29"
,,,
Liabilities,"325,243.90","333,726.69","334,698.33"
Due to Bank and Financial Institutions,"13,329.47","6,754.20","3,972.66"
Due to Nepal Rastra Bank,"3,238.62","19,727.76",-
Derivative Financial Instrument,"5,337.92",-,"2,962.16"
Deposits from customers,"287,024.80","289,903.96","311,367.92"
Borrowings,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,459.54,267.77,265.50
Other liabilities,"4,884.18","6,346.64","5,398.51"
Debt securities issued,"10,969.37","10,726.36","10,731.58"
Subordinated Liabilities,-,-,-
,,,
Equity,"20,903.62","24,843.15","29,390.96"
Share Capital,"11,564.01","11,564.01","11,564.01"
Share premium,-,-,-
Retained earnings,"1,599.55","3,427.07","3,534.23"
Reserves,"7,740.06","9,852.07","14,292.72"
,,,
Total Liabilities and Equity,"346,147.52","358,569.84","364,089.29"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"23,562.13","32,771.91","38,372.72"
Interest Expense,"14,334.63","21,482.31","26,113.90"
