0,1,2,3
Total operating income,1839.33,2651.29,3794.08
Impairment charge/(reversal) for loans and other losses,-56.01,31.95,212.09
Net operating income,1895.34,2619.34,3581.99
Personnel expenses,518.63,801.84,1013.30
Other operating expenses,248.15,380.92,523.80
Depreciation & Amortisation,45.95,79.21,120.10
Operating Profit,1082.61,1357.37,1924.80
Non operating income,68.62,24.53,11.84
Non operating expense,0.00,0.00,1.03
Profit before income tax,1151.23,1381.90,1935.61
Income Tax Expense,0.00,0.00,601.56
Current Tax,312.47,411.55,667.03
Deferred Tax,45.62,-71.55,-65.47
Profit/Loss for the period,793.14,1041.89,1334.05
