0,1,2,3
1. Nepal Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalents,"6,391.60","8,656.50","35,705.07"
Due from Nepal Rastra Bank,"6,841.25","19,748.87","21,545.48"
Placement with Bank and Financial Institutions,491.03,582.51,"4,115.39"
Derivative financial instruments,491.91,8.59,"3,334.95"
Other trading assets,105.28,115.04,99.31
Loans and advances to B/FIs,"6,159.62","5,499.66","7,013.46"
Loans and advances to customers,"171,480.50","178,556.57","194,667.77"
Investment securities,"42,786.91","56,946.18","46,407.77"
Current tax assets,"1,950.39","1,202.97",-
Investment in subsidiaries,-,-,"2,059.35"
Investment in associates,-,"2,736.95","2,927.03"
Investment property,108.55,198.11,205.74
Property and equipment,"13,243.16","13,363.62","13,302.87"
Goodwill and Intangible assets,35.44,31.84,22.25
Deferred tax assets,-,-,-
Other assets,"9,992.24","9,088.17","8,946.77"
Total Assets,"260,077.88","296,735.60","340,353.23"
Liabilities,"224,614.26","260,212.93","304,717.54"
Due to Bank and Financial Institutions,"1,090.68","1,275.44",476.58
Due to Nepal Ratsra Bank,"5,888.87",70.00,-
Derivative Financial Instrument,508.07,8.54,"3,321.66"
Deposits from customers,"196,076.15","244,514.00","283,083.75"
Borrowings,"7,304.18",262.30,-
Current Tax Liabilities,-,-,-
Provisions,65.97,247.90,142.24
Deferred tax liabilities,"4,269.15","4,082.58","4,039.29"
Other liabilities,"5,917.39","6,257.81","10,159.09"
Debt securities issued,"3,493.81","3,494.35","3,494.94"
Subordinated Liabilities,-,-,-
Equity,"35,463.61","36,522.67","35,635.69"
Share Capital,"14,405.90","14,694.02","14,694.02"
Share premium,-,-,-
Retained earnings,"3,422.20",0.39,(965.07)
Reserves,"17,635.51","21,828.26","21,906.74"
Total Liabilities and Equity,"260,077.88","296,735.60","340,353.23"
