0,1,2,3
17. Agricultural Development Bank,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,12252.21,11227.27,"11,500.46"
Due from Nepal Rastra Bank,9929.60,8270.67,"4,993.66"
Placement with Bank and Financial Institutions,0.00,0.00,"2,858.70"
Derivative financial instruments,0.00,0.00,118.55
Other trading assets,0.00,0.00,-
Loan and advances to B/FIs,0.00,495.00,"1,285.27"
Loans and advances to customers,93184.41,100030.11,"108,806.70"
Investment securities,9568.49,12246.65,"16,846.61"
Current tax assets,67.14,0.00,206.42
Investment in susidiaries,28.84,28.84,28.84
Investment in associates,69.38,69.38,69.38
Investment property,312.10,240.31,258.42
Property and equipment,1108.14,1213.60,"1,264.19"
Goodwill and Intangible assets,3.66,50.01,69.40
Deferred tax assets,0.00,0.00,-
Other assets,1766.21,1547.77,"3,151.12"
TOTAL ASSETS,128290.19,135419.61,"151,457.73"
Due to Bank and Financial Institutions,300.93,551.89,478.37
Due to Nepal Rastra Bank,203.47,195.16,38.42
