0,1,2,3
23. Civil Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"1,828.07","2,334.38","3,958.59"
Due from Nepal Rastra Bank,"3,004.17","2,337.62","3,525.08"
Placement with Bank and Financial Institutions,727.64,663.70,659.10
Derivative financial instruments,0.42,0.48,"1,732.50"
Other trading assets,-,-,-
Loan and advances to B/FIs,"1,103.24","1,868.15","1,805.00"
Loans and advances to customers,"29,038.32","38,254.79","42,593.69"
Investment securities,"5,444.92","5,526.47","6,755.98"
Current tax assets,212.11,21.51,16.88
Investment in susidiaries,120.62,120.62,201.87
