0,1,2,3
3. Agricultural Development Bank,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"9,462.42","5,074.08","4,620.87"
Due from Nepal Rastra Bank,"7,096.50","15,212.78","22,803.14"
Placement with Bank and Financial Institutions,-,"5,214.30","10,024.03"
Derivative financial instruments,17.59,9.97,11.77
Other trading assets,943.65,"1,216.15","1,423.86"
Loan and advances to B/FIs,"4,134.54","3,202.20","2,900.42"
Loans and advances to customers,"176,303.57","203,617.05","212,616.74"
Investment securities,"57,411.02","68,611.26","96,356.59"
Current tax assets,276.71,29.01,18.49
Investment in subsidiaries,28.84,-,29.01
Investment in associates,-,139.13,-
Investment property,248.65,943.09,"1,306.22"
Property and equipment,"2,291.07","2,238.43","2,447.38"
Goodwill and Intangible assets,138.59,61.97,23.14
Deferred tax assets,-,-,-
Other assets,"7,317.84","5,806.00","6,946.53"
TOTAL ASSETS,"265,670.98","311,375.43","361,528.19"
Liabilities,"231,877.33","275,235.49","322,911.27"
Due to Bank and Financial Institution,"2,095.92",197.02,786.68
Due to Nepal Rastra Bank,4.57,-,-
Derivative financial instruments,-,-,-
Deposits from customers,"199,486.61","243,628.66","293,358.98"
Borrowing,"2,136.56","2,664.57","2,804.66"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,484.36,307.42,385.04
Other liabilities,"7,195.77","7,960.79","5,094.07"
Debt securities issued,"20,473.53","20,477.02","20,481.85"
Subordinated Liabilities,-,-,-
Equity,"33,793.65","36,139.95","38,616.92"
Share capital,"18,884.39","18,884.39","19,287.94"
Share premium,-,-,-
Retained earnings,"1,243.17","2,136.09","2,816.67"
Reserves,"13,666.10","15,119.47","16,512.31"
