0,1,2,3
Deferred tax assets,16.63,-,-
Other assets,"6,050.71","6,077.62","7,716.22"
TOTAL ASSETS,"526,882.56","602,154.46","688,080.40"
Liabilities,"467,828.85","540,747.32","621,452.99"
Due to Bank and Financial Institutions,"13,023.62","17,433.53","24,423.55"
Due to Nepal Rastra Bank,470.72,373.32,331.84
Derivative financial instruments,946.95,"4,516.34","11,072.39"
Deposits from customers,"426,325.45","487,455.85","550,628.59"
Borrowing,"3,282.55","12,100.95","12,416.42"
Current Tax Liabilities,"2,788.10",-,"2,628.67"
Provisions,-,-,-
Deferred tax liabilities,-,521.78,125.13
Other liabilities,"8,809.88","7,660.88","9,139.08"
Debt securities issued,"12,181.59","10,684.66","10,687.32"
Subordinated Liabilities,-,-,-
Equity,"59,053.71","61,407.15","66,627.41"
Share capital,"35,771.06","36,128.77","38,115.85"
Share premium,-,-,-
Retained earnings,"3,243.36",506.72,"4,054.88"
Reserves,"20,039.29","24,771.66","24,456.68"
Total Liabilities and Equity,"526,882.56","602,154.46","688,080.40"
,,,
STATEMENT OF PROFIT OR LOSS,FY 2022-23,FY 2023-24,FY 2024-25
Interest Income,"48,210.08","51,680.02","43,930.15"
Interest Expenses,"31,103.09","34,823.69","27,250.21"
Net Interest Income,"17,106.99","16,856.33","16,679.94"
Fee and commission income,"2,744.14","3,447.29","4,187.05"
Fee and commission expense,683.57,765.00,965.31
Net Fee and commission income,"2,060.57","2,682.29","3,221.74"
"Net Interest, Fee and commission income","19,167.56","19,538.62","19,901.68"
Net trading income,474.60,580.85,916.89
Other operating income,215.03,534.46,430.59
Total operating income,"19,857.19","20,653.93","21,249.17"
Impairment charge/(reversal) for loans and other losses,"3,426.14","3,616.61","5,976.60"
Net operating income,"16,431.05","17,037.32","15,272.57"
