0,1,2,3
Share premium,-,-,-
Retained earnings,"1,776.75","2,197.90","2,710.56"
Reserves,"5,873.13","6,507.75","8,002.68"
,,,
Total Liabilities and Equity,"114,738.76","123,355.71","151,378.01"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"5,320.63","7,527.92","12,744.04"
Interest Expense,"2,726.84","3,787.46","6,788.01"
Net Interest Income,"2,593.79","3,740.46","5,956.03"
Fees and commission income,739.04,989.62,"1,475.46"
Fees and commission expense,38.74,56.98,191.53
Net fee and commission income,700.30,932.64,"1,283.93"
"Net interest, fee and commission income","3,294.10","4,673.11","7,239.96"
Net trading income,759.05,657.44,582.15
Other operating income,10.52,2.92,20.45
Total operating income,"4,063.66","5,333.47","7,842.55"
Impairment charge/(reversal) for loans and other losses,408.38,134.31,598.25
Net operating income,"3,655.28","5,199.16","7,244.31"
Personnel expenses,"1,052.26","1,268.00","1,542.79"
Other operating expenses,526.33,542.07,571.03
Depreciation and Amortization,64.11,148.64,158.78
Operating Profit,"2,012.59","3,240.45","4,971.71"
Non-operating income,-,-,7.45
Non-operating expense,5.00,8.49,19.54
Profit before income tax,"2,007.59","3,231.96","4,959.62"
Income Tax Expense,,,-
Current Tax,598.72,"1,019.49","1,495.88"
Deferred Tax,10.04,(43.47),(1.59)
Profit for the period,"1,398.84","2,255.93","3,465.33"
