0,1,2,3
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"18,741.58","17,870.22","19,923.51"
Due from Nepal Rastra Bank,"3,599.95","3,825.79","4,475.40"
Placement with Bank and Financial Institutions,51.20,58.69,63.01
Derivative financial instruments,77.12,18.91,24.78
Other trading assets,-,-,-
Loan and advances to B/FIs,"3,333.68","2,638.09","2,761.83"
Loans and advances to customers,"110,493.34","137,355.43","146,338.31"
Investment securities,"15,466.89","15,089.72","41,979.14"
Current tax assets,325.41,157.84,151.18
Investment in subsidiaries,200.00,200.00,200.00
Investment in associates,38.60,-,-
Investment property,219.90,116.46,510.99
Property and equipment,"1,589.88","1,458.99","4,408.16"
Goodwill and Intangible assets,276.31,284.70,268.30
Deferred tax assets,42.81,11.08,-
Other assets,989.30,"2,139.16","2,064.63"
,,,
Total Assets,"155,446.00","181,225.08","223,169.25"
,,,-
Liabilities,"137,434.42","160,917.64","200,926.79"
Due to Bank and Financial Institutions,"4,214.93","10,700.58","7,446.15"
Due to Nepal Rastra Bank,614.53,"3,802.24","26,281.43"
Derivative financial instruments,-,-,-
Deposits from customers,"127,894.61","136,893.59","153,482.28"
Borrowing,"2,440.27","7,185.84","10,283.60"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,,-                     9.10
Other liabilities,"2,270.07","2,335.40","3,424.23"
Debt securities issued,-,-,-
Subordinated Liabilities,-,-,-
,,,
Equity,"18,011.58","20,307.44","22,242.46"
Share capital,"13,138.62","14,654.96","16,120.46"
Share premium,235.75,306.37,207.85
Retained earnings,"1,710.94","1,673.67","1,263.06"
Reserves,"2,926.27","3,672.43","4,651.09"
,,,
Total Liabilities and Equity,"155,446.00","181,225.08","223,169.25"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"10,389.43","13,301.68","16,717.54"
Interest Expense,"6,212.02","7,508.60","10,910.15"
Net Interest Income,"4,177.41","5,793.08","5,807.39"
Fee and commission income,522.73,673.59,627.77
Fee and commission expense,51.43,74.94,161.80
Net Fee and commission income,471.30,598.65,465.97
"Net Interest, Fee and commission income","4,648.71","6,391.73","6,273.36"
