0,1,2,3
ASSETS,,,
Cash and cash equivalent,"15,378.25","8,370.60","6,720.64"
Due from Nepal Rastra Bank,"13,933.79","40,768.26","64,715.15"
Placement with Bank and Financial Institutions,"5,980.98","6,482.03","7,996.59"
Derivative financial instruments,-,"1,664.09","3,577.72"
Other trading assets,-,-,-
Loan and advances to B/FIs,"8,076.88","7,652.66","9,781.76"
Loans and advances to customers,"159,479.29","178,215.40","213,438.49"
Investment securities,"40,201.73","44,143.62","49,443.44"
Current tax assets,520.85,-,374.63
Investment in subsidiaries,-,836.28,-
Investment in associates,727.81,517.75,762.14
Investment property,-,522.29,564.30
Property and equipment,"3,619.40","3,891.47","4,177.56"
Goodwill and Intangible assets,24.95,25.38,191.98
Deferred tax assets,-,-,-
Other assets,"2,146.56","2,653.86","1,894.85"
TOTAL ASSETS,"250,090.49","295,743.70","363,639.25"
Liabilities,"224,718.82","267,938.92","331,699.75"
Due to Bank and Financial Institutions,"1,219.27","1,071.80","3,436.94"
Due to Nepal Rastra Bank,23.77,-,-
Derivative financial instruments,47.60,"1,630.41","3,598.40"
Deposits from customers,"198,007.81","232,316.60","298,818.40"
Borrowing,"2,664.22","2,349.20",-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,173.21,125.81,42.19
Other liabilities,"18,979.34","26,841.48","19,200.19"
Debt securities issued,"3,603.61","3,603.61","6,603.61"
Subordinated Liabilities,-,-,-
Equity,"25,371.67","27,804.78","31,939.50"
Share capital,"10,698.09","11,767.90","12,944.69"
Share premium,238.47,238.47,238.47
Retained earnings,"4,110.49","3,302.37","4,893.10"
Reserves,"10,324.62","12,496.04","13,863.24"
