0,1,2,3
23. Civil Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"2,334.38","3,958.59","4,725.49"
Due from Nepal Rastra Bank,"2,337.62","3,525.08","3,949.89"
Placement with Bank and Financial Institutions,663.70,659.10,803.36
Derivative financial instruments,0.48,"1,732.50","3,361.08"
Other trading assets,-,-,-
Loan and advances to B/FIs,"1,868.15","1,805.00","1,767.33"
Loans and advances to customers,"38,254.79","42,593.69","51,512.72"
Investment securities,"5,526.47","6,755.98","8,197.29"
