0,1,2,3
Net operating income,"11,279.24","10,537.73","9,000.55"
Personnel expenses,"3,119.08","3,103.92","3,031.78"
Other operating expenses,"1,042.66","1,276.22","1,234.09"
Depreciation &Amortization,183.56,217.93,237.67
Operating Profit,"6,933.94","5,939.66","4,497.01"
Non operating income,154.74,295.10,391.04
Non operating expense,0.63,-,-
Profit before income tax,-,"6,234.76","4,888.05"
Income Tax Expense,,-,-
Current Tax,968.80,"1,304.37",589.44
Deferred Tax,790.88,553.07,874.96
Profit/Loss for the period,"5,328.37","4,377.32","3,423.65"
