0,1,2,3
. Himalayan Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"4,658.55","7,231.14","8,910.94"
Due from Nepal Rastra Bank,"4,883.54","12,407.82","7,535.70"
Placement with Bank and Financial Institutions,"5,231.24","6,342.17","3,780.74"
Derivative financial instruments,127.14,115.62,92.63
Other trading assets,-,-,-
Loan and advances to B/FIs,"4,772.75","4,998.08","6,045.81"
Loans and advances to customers,"92,697.32","101,728.47","126,048.13"
Investment securities,"16,466.20","18,241.67","20,433.63"
Current tax assets,224.95,351.50,418.40
Investment in subsidiaries,200.00,200.00,200.00
Investment in associates,195.79,195.79,185.06
Investment property,109.13,379.80,379.80
Property and equipment,"2,391.83","2,411.79","2,519.64"
Goodwill and Intangible assets,117.68,151.10,222.39
Deferred tax assets,-,-,-
Other assets,"1,075.02","1,129.98","1,718.04"
TOTAL ASSETS,"133,151.14","155,884.92","178,490.93"
,,,-
Liabilities,"117,156.34","138,295.67","158,358.21"
Due to Bank and Financial Institutions,"3,702.92","6,595.87","8,360.64"
Due to Nepal Rastra Bank,560.81,155.74,"3,025.60"
Derivative financial instruments,6.54,75.54,52.94
Deposits from customers,"109,387.06","125,264.38","141,021.07"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,98.84,95.90,114.57
Other liabilities,"2,777.02","3,544.58","3,090.59"
Debt securities issued,623.15,"2,563.66","2,692.81"
Subordinated Liabilities,-,-,-
Equity,"15,994.80","17,589.25","20,132.71"
