0,1,2,3
15. Sanima Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"5,190.30","4,771.14","5,224.72"
Due from Nepal Rastra Bank,"5,325.68","6,053.73","13,516.14"
Placement with Bank and Financial Institutions,"2,827.09","1,740.71",371.16
Derivative financial instruments,40.22,16.02,-
Other trading assets,443.45,224.41,500.75
Loan and advances to B/FIs,"2,844.21","4,094.02","5,167.87"
Loans and advances to customers,"90,850.35","119,071.40","136,518.04"
Investment securities,"15,018.42","20,922.51","26,468.40"
Current tax assets,-,-,-
Investment in subsidiaries,250.00,250.00,250.00
Investment in associates,-,-,-
Investment property,-,-,72.93
Property and equipment,"1,177.21","1,196.39","1,344.61"
