0,1,2,3
8. Nepal SBI Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"10,160.63","12,235.88","11,217.31"
Due from Nepal Rastra Bank,"4,519.93","8,385.45","9,672.79"
Placement with Bank and Financial Institutions,-,"5,044.19","2,766.82"
Derivative financial instruments,33.91,3.51,1.63
Other trading assets,60.44,75.93,81.55
Loan and advances to B/FIs,"5,183.05","5,621.62","6,265.88"
Loans and advances to customers,"105,394.04","116,302.29","125,979.12"
Investment securities,"23,575.97","33,878.74","47,833.06"
Current tax assets,403.89,539.77,188.89
Investment in subsidiaries,188.89,188.89,-
Investment in associates,-,-,510.04
Investment property,-,-,324.22
Property and equipment,"1,053.95","2,066.01","2,089.10"
Goodwill and Intangible assets,6.97,8.19,9.02
Deferred tax assets,322.16,379.71,443.64
Other assets,"2,198.99","1,227.97","1,427.50"
TOTAL ASSETS,"153,102.80","185,958.13","208,810.58"
Liabilities,"135,989.37","167,691.43","189,354.64"
Due to Bank and Financial Institutions,"4,467.40","4,009.72","3,730.13"
Due to Nepal Rastra Bank,"1,303.50",-,-
Derivative financial instruments,,-,-
Deposits from customers,"119,710.21","150,828.38","175,514.86"
Borrowing,"3,853.81","4,017.90",-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"4,025.37","4,208.43","4,266.11"
Debt securities issued,"2,629.09","4,627.00","5,843.55"
Subordinated Liabilities,-,-,
Equity,"17,113.43","18,266.70","19,455.94"
Share capital,"9,825.85","10,120.63","10,500.15"
Share premium,-,-,-
Retained earnings,"1,454.16","1,070.55","1,101.64"
Reserves,"5,833.42","7,075.52","7,854.15"
Total Liabilities and Equity,"153,102.80","185,958.13","208,810.58"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"12,304.57","17,838.07","17,894.54"
Interest Expense,"8,017.69","12,070.80","12,821.00"
Net Interest Income,"4,286.89","5,767.27","5,073.55"
Fee and commission income,"1,280.93","1,285.53","1,266.60"
Fee and commission expense,78.19,97.53,135.77
Net Fee and commission income,"1,202.73","1,188.00","1,130.83"
"Net Interest, Fee and commission income","5,489.62","6,955.27","6,204.37"
