0,1,2,3
10. Laxmi Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"9,423.98","10,940.57","11,194.74"
Due from Nepal Rastra Bank,"9,443.37","7,256.23","6,340.17"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,"6,224.51","6,073.91",362.81
Other trading assets,16.12,,-                   10.09
Loan and advances to B/FIs,"1,590.27","3,272.95","5,956.15"
Loans and advances to customers,"88,452.55","105,213.37","126,767.90"
Investment securities,"9,029.22","13,004.41","16,816.56"
Current tax assets,114.15,72.56,87.58
Investment in subsidiaries,417.00,417.00,417.00
Investment in associates,"1,396.41","2,818.22","1,186.20"
Investment property,108.98,105.94,70.54
Property and equipment,"1,391.83","1,335.67","2,394.75"
Goodwill and Intangible assets,90.19,76.49,76.84
Deferred tax assets,-,-,-
Other assets,"1,200.00","1,653.54","1,702.63"
,,,
Total Assets,"128,898.57","152,240.86","173,383.95"
