0,1,2,3
Goodwill and Intangible assets,5.26,5,7.71
Deferred tax assets,-,33,74.33
Other assets,291.63,528,"1,089.86"
TOTAL ASSETS,"77,786.85","95,043.98","102,255.83"
Due to Bank and Financial Institutions,"6,175.79","8,668.49","9,217.76"
Due to Nepal Rastra Bank,"1,494.86","1,269.89","1,269.35"
Derivative financial instruments,-,-,-
Deposits from customers,"59,680.09","72,635.99","77,040.07"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,10.94,-,-
Other liabilities,858.73,"1,261.90","1,324.65"
Debt securities issued,-,-,-
Subordinated Liabilities,-,-,-
Equity,"9,566.44","11,207.71","13,403.99"
Share capital,"6,325.43","8,033.30","9,318.63"
Share premium,-,-,-
Retained earnings,"1,910.54","1,335.89","1,575.65"
Reserves,"1,330.46","1,838.52","2,509.72"
TOTAL EQUITY AND LIABILITIES,"77,786.85","95,043.98","102,255.83"
Interest Income,5235.44,8559.69,"9,822.37"
Interest Expenses,3304.39,5893.78,"6,237.76"
Net Interest Income,1931.05,2665.92,"3,584.61"
Fee and commission income,725.66,666.14,766.87
Fee and commission expense,34.18,46.53,51.28
Net Fee and commission income,691.48,619.61,715.60
"Net Interest, Fee and commission income",2622.53,3285.53,"4,300.20"
Net trading income,126.52,177.88,234.44
Other operating income,180.18,161.73,70.41
Total operating income,2929.23,3625.14,"4,605.05"
Impairment charge/(reversal) for loans and other losses,58.55,223.99,135.34
Net operating income,2870.69,3401.15,"4,469.71"
Personnel expenses,496.68,631.65,888.34
Other operating expenses,213.68,273.54,350.95
Depreciation & Amortisation,45.01,70.13,80.92
Operating Profit,2115.31,2425.84,"3,149.52"
Non operating income,0.00,21.59,-
Non operating expense,0.00,0.00,-
