0,1,2,3
14.Century Commercial Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and Cash Equivalents,"5,340.43","5,062.73","7,922.30"
Due from Nepal Rastra Bank,"7,549.39","10,282.85","4,375.88"
Placement with Bank and Financial Institutions,604.06,837.30,-
Derivative financial instruments,-,-,-
Other trading assets,-,70.49,-
Loans and Advances to BFIs,"2,373.90","2,227.27","2,123.81"
Loans and advances to customers,"58,152.21","78,078.29","88,281.19"
Investment securities,"6,821.38","12,356.26","13,946.97"
Current tax assets,130.03,258.29,202.85
Investment in Subsidiaries,171.50,171.50,171.50
Investment in associates,27.50,27.50,27.50
Investment property,17.66,17.66,17.66
Property and equipment,632.84,628.08,"1,510.05"
Goodwill and Intangible assets,11.94,12.04,10.74
Deferred tax assets,9.84,55.92,120.34
Other assets,"1,245.91","1,542.03","2,129.88"
,,,
Total Assets,"83,088.59","111,628.20","120,840.68"
,-,-,-
Liabilities,"72,523.05","100,717.31","108,983.45"
Due to Bank and Financial Institutions,"5,053.84","3,500.21","3,199.07"
Due to Nepal Rastra Bank,417.14,"1,994.80","2,910.28"
Derivative financial instruments,157.11,241.16,-
Deposits from customers,"65,314.89","93,496.63","98,202.93"
Borrowings,-,-,-
Current Tax Liabilities,-,-,-
Provisions,88.67,86.74,84.86
Deferred tax liabilities,-,-,-
Other liabilities,"1,491.40","1,397.77","2,386.31"
Debt securities issued,-,,"-              2,200.00"
Subordinated Liabilities,-,-,-
,,,
Equity,"10,565.54","10,910.89","11,857.23"
