0,1,2,3
Provisions,2.23,2.31,2.33
Deferred tax liabilities,-,-,145.63
Other liabilities,"1,583.82","1,458.06","2,084.80"
Debt securities issued,-,"2,995.12","2,995.44"
Subordinated Liabilities,-,-,-
Equity,"11,867.54","17,268.17","18,892.22"
Share capital,"8,685.57","12,520.05","13,878.47"
Share premium,54.80,571.63,88.80
Retained earnings,977.46,"1,317.54","1,247.10"
Reserves,"2,149.71","2,858.95","3,677.85"
TOTAL EQUITY AND LIABILITIES,"100,256.68","145,971.94","189,782.82"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"9,217.98","10,569.83","12,776.39"
Interest Expenses,"6,198.52","6,996.63","7,698.87"
Net Interest Income,"3,019.46","3,573.20","5,077.51"
Fee and commission income,454.87,529.32,822.62
Fee and commission expense,31.87,35.83,38.90
Net Fee and commission income,423.01,493.49,783.72
"Net Interest, Fee and commission income","3,442.47","4,066.69","5,861.23"
Net trading income,258.90,355.32,420.83
Other operating income,92.71,15.44,390.33
Total operating income,"3,794.08","4,437.45","6,672.39"
Impairment charge/(reversal) for loans and other losses,212.09,461.79,475.28
Net operating income,"3,581.99","3,975.66","6,197.11"
Personnel expenses,"1,013.30","1,408.60","2,023.92"
Other operating expenses,523.80,703.07,884.10
Depreciation & Amortization,120.10,177.91,283.30
Operating Profit,"1,924.80","1,686.08","3,005.79"
Non operating income,11.84,23.34,33.90
Non operating expense,1.03,0.03,0.29
Profit before income tax,"1,935.61","1,709.38","3,039.40"
Income Tax Expense,,-,
Current Tax,667.03,560.13,929.31
Deferred Tax,(65.47),(9.26),139.36
Profit/Loss for the period,"1,334.05","1,158.51","1,970.73"
