0,1,2,3
9. Everest Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"7,759.12","10,368.15","9,163.41"
Due from Nepal Rastra Bank,"23,304.57","19,972.67","28,838.57"
Placement with Bank and Financial Institutions,548.50,"2,404.00","2,144.70"
Derivative financial instruments,"1,486.22",14.54,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"7,362.98","6,857.50","7,486.02"
Loans and advances to customers,"104,644.20","112,211.74","127,687.22"
Investment securities,"21,434.20","28,813.51","31,460.03"
Current tax assets,75.09,226.71,441.08
Investment in subsidiaries,-,-,-
Investment in associates,314.44,379.02,502.32
Investment property,21.04,21.04,2.20
Property and equipment,"2,116.00","2,151.05","2,737.91"
Goodwill and Intangible assets,37.77,46.14,32.84
Deferred tax assets,-,-,-
Other assets,973.41,"1,557.12","1,153.94"
TOTAL ASSETS,"170,077.53","185,023.19","211,650.25"
,,,
Liabilities,"152,452.47","166,397.70","190,966.64"
Due to Bank and Financial Institutions,609.22,"1,182.83",678.98
Due to Nepal Rastra Bank,"1,206.07",32.89,"2,112.18"
Derivative financial instruments,"1,446.39",-,27.93
Deposits from customers,"129,568.15","143,545.48","160,220.26"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,92.88,127.37,410.46
Other liabilities,"18,460.92","20,428.42","27,047.99"
Debt securities issued,"1,068.85","1,068.85",468.85
Subordinated Liabilities,-,-,-
Equity,"17,625.06","18,637.36","20,683.61"
Share capital,"8,106.86","8,510.21","8,933.72"
Share premium,238.47,238.47,238.47
Retained earnings,"2,324.15","1,793.07","2,364.21"
Reserves,"6,955.58","8,095.61","9,147.21"
TOTAL EQUITY AND LIABILITIES,"170,077.53","185,023.19","211,650.25"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"13,019.44","13,956.19","11,515.53"
