0,1,2,3
26.Century Commercial Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"4,437.24","5,402.67","5,297.28"
Due from Nepal Rastra Bank,"6,897.64","5,447.29","7,549.39"
Placement with Bank and Financial Institutions,"1,192.32","1,099.00",635.95
Derivative financial instruments,7.25,-,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"1,634.59","2,140.93","2,373.90"
Loans and advances to customers,"52,844.02","57,089.33","58,044.42"
Investment securities,"3,961.47","5,060.14","6,734.57"
Current tax assets,58.90,263.12,177.86
Investment in subsidiaries,171.50,171.50,171.50
Investment in associates,-,27.50,27.50
Investment property,22.79,17.66,17.66
Property and equipment,483.28,620.72,632.84
Goodwill and Intangible assets,10.04,13.73,11.94
Deferred tax assets,37.93,25.84,16.89
Other assets,978.93,929.20,"1,466.85"
TOTAL ASSETS,"72,737.90","78,308.62","83,158.55"
Due to Bank and Financial Institutions,"7,989.93","5,212.10","5,028.34"
