0,1,2,3
2. Consolidated Financials of the Non State-owned Banks,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"234,812.28","283,865.95","261,564.10"
Due from Nepal Rastra Bank,"225,470.84","179,649.93","239,185.74"
Placement with Bank and Financial Institutions,"59,029.71","36,741.03","71,981.54"
Derivative financial instruments,"58,418.82","10,007.08","23,165.93"
Other trading assets,"1,372.37","1,827.16","1,587.39"
Loans and advances to BFIs,"129,520.13","142,631.56","136,409.73"
Loans and advances to customers,"3,072,155.43","3,429,019.30","3,521,720.96"
Investment securities,"572,366.52","717,698.16","783,019.82"
Current tax assets,"7,592.20","8,693.17","9,916.55"
Investment in subsidiaries,"5,728.38","5,928.38","10,153.24"
Investment in associates,"4,576.68","3,562.03","4,568.61"
Investment property,"6,339.60","8,136.70","14,838.22"
Property and equipment,"40,153.77","57,312.10","62,068.89"
Goodwill and Intangible assets,"2,098.11","3,026.80","5,671.84"
Deferred tax assets,"1,482.80","1,905.32","3,245.53"
Other assets,"46,879.02","65,067.33","74,981.96"
Total Assets,"4,467,996.64","4,955,072.00","5,224,080.05"
,,,
Liabilities,"4,004,675.11","4,444,245.00","4,683,409.54"
Due to Bank and Financial Institutions,"140,064.61","100,989.21","97,570.38"
Due to Nepal Rastra Bank,"102,608.92","188,358.67","6,701.97"
Derivative Financial Instrument,"58,133.67","10,156.63","23,333.09"
Deposits from customers,"3,496,729.98","3,841,149.06","4,238,765.32"
Borrowings,"25,973.29","66,858.72","63,563.79"
Current Tax Liabilities,"1,907.67","2,239.06","3,270.45"
