0,1,2,3
27. Sanima Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"4,530.15","4,636.42","5,190.30"
Due from Nepal Rastra Bank,"5,608.17","2,781.20","5,325.68"
Placement with Bank and Financial Institutions,649.16,827.70,"2,827.09"
Derivative financial instruments,-,85.07,40.22
Other trading assets,478.05,484.42,443.45
Loan and advances to B/FIs,"1,645.22","2,020.42","2,655.93"
Loans and advances to customers,"67,598.13","81,418.86","90,566.10"
Investment securities,"9,413.44","13,611.19","15,018.42"
Current tax assets,-,-,40.80
Investment in subsidiaries,250.00,250.00,250.00
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,881.85,"1,150.52","1,159.09"
Goodwill and Intangible assets,56.55,70.32,60.53
Deferred tax assets,50.15,14.77,26.85
Other assets,661.07,"1,713.60","2,531.17"
TOTAL ASSETS,"91,821.95","109,064.49","126,135.64"
Due to Bank and Financial Institutions,"1,346.96","3,694.46","3,690.39"
Due to Nepal Rastra Bank,358.95,"1,018.92",86.29
Derivative financial instruments,18.85,-,-
Deposits from customers,"77,849.38","89,373.73","106,835.79"
Borrowing,-,-,-
Current Tax Liabilities,66.29,24.77,-
Provisions,11.82,27.17,33.09
Deferred tax liabilities,-,-,-
Other liabilities,"1,011.81","1,211.17","1,018.58"
Debt securities issued,370.00,"1,724.71","1,724.71"
Subordinated Liabilities,-,-,-
Equity,"10,787.89","11,989.56","12,746.79"
Share capital,"8,001.26","8,001.26","8,801.38"
Share premium,-,-,-
Retained earnings,"1,136.68","1,751.51","1,119.72"
Reserves,"1,649.95","2,236.79","2,825.69"
TOTAL EQUITY AND LIABILITIES,"91,821.95","109,064.49","126,135.64"
