0,1,2,3
Due from Nepal Rastra Bank,6672.33,6454.93,"6,037.59"
Placement with Bank and Financial Institutions,567.33,1611.13,"2,250.09"
Derivative financial instruments,28.64,3.71,124.87
Other trading assets,40.99,81.32,80.73
Loan and advances to B/FIs,2419.04,2841.17,"3,395.45"
Loans and advances to customers,64651.16,83236.09,"104,768.97"
Investment securities,11971.30,18592.94,"18,875.54"
Current tax assets,58.67,68.23,177.23
Investment in susidiaries,51.00,51.00,51.00
Investment in associates,0.00,0.00,-
Investment property,154.64,154.64,123.35
Property and equipment,718.73,1072.32,"1,279.32"
Goodwill and Intangible assets,12.66,12.09,33.94
Deferred tax assets,0.00,0.00,-
Other assets,359.74,1236.45,"1,820.60"
TOTAL ASSETS,91586.10,119869.22,"144,479.76"
Due to Bank and Financial Instituions,0.00,279.86,"8,422.83"
Due to Nepal Rastra Bank,505.71,692.43,984.06
Derivative financial instruments,0.00,73.75,-
Deposits from customers,77317.56,101748.24,"114,904.86"
Borrowing,0.00,0.00,-
Current Tax Liabilities,0.00,0.00,-
Provisions,0.00,0.00,-
Deferred tax liabilities,393.80,261.91,82.81
Other liabilities,1046.32,1906.67,"2,030.93"
Debt securities issued,1203.52,1203.52,"2,966.80"
Subordinated Liabilities,0.00,0.00,-
Equity,,,
Share capital,6628.88,8464.39,"8,887.60"
Share premium,120.23,122.09,122.09
Retained earnings,1317.89,1184.43,"1,663.63"
Reserves,3052.18,3931.93,"4,414.86"
TOTAL EQUITY AND LIABILITIES,91586.10,119869.22,"144,479.76"
Interest Income,6625.30,10057.00,"12,971.18"
Interest Expenses,3998.17,6620.74,"8,305.21"
Net Interest Income,2627.14,3436.26,"4,673.96"
Fee and commission income,521.61,779.70,"1,016.55"
Fee and commission expense,119.94,127.90,171.26
Net Fee and commission income,401.67,651.80,845.29
