0,1,2,3
20. Citizens Bank International Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,3887.47,5046.24,6740.7
Due from Nepal Rastra Bank,2190.90,3690.19,2596.97
Placement with Bank and Financial Institutions,1568.01,1989.88,394.77
Derivative financial instruments,21.98,36.39,44.1
Other trading assets,51.44,76.24,567.25
Loan and advances to B/FIs,1467.13,1420.65,1581.9
Loans and advances to customers,46021.50,55601.77,62911.97
Investment securities,6785.61,5616.86,10822.6
Current tax assets,300.79,114.65,14.62
Investment in susidiaries,67.00,117.20,167.2
Investment in associates,31.75,17.95,17.95
Investment property,390.07,287.55,222.55
Property and equipment,1758.55,2121.59,2302.85
Goodwill and Intangible assets,8.07,70.53,93.35
Deferred tax assets,0.00,0.00,20.24
Other assets,1331.36,1502.27,1622.34
TOTAL ASSETS,65881.61,77709.95,90121.36
Due to Bank and Financial Institutions,2501.91,3335.29,3926.66
Due to Nepal Rastra Bank,33.58,695.04,1212.59
Derivative financial instruments,0.00,0.00,
Deposits from customers,51716.67,60696.03,70509.08
Borrowing,0.00,0.00,
Current Tax Liabilities,0.00,0.00,
Provisions,0.00,5.31,5.31
Deferred tax liabilities,85.19,17.68,
Other liabilities,1202.93,1447.98,1473.95
Debt securities issued,498.15,498.72,499.15
Subordinated Liabilities,0.00,0.00,0.00
Equity,,,
Share capital,6921.69,8033.24,8371.06
Share premium,532.79,0.43,46.82
Retained earnings,763.37,132.23,1251.27
Reserves,1625.33,2848.01,2825.47
TOTAL EQUITY AND LIABILITIES,65881.61,77709.95,90121.36
